bridge,count_fhrp_groups,count_ipaddresses,created,custom_fields,description,display,display_url,enabled,id,l2vpn_termination,last_updated,mac_address,mac_addresses,mode,mtu,name,owner,parent,primary_mac_address,qinq_svlan,tagged_vlans,tags,untagged_vlan,url,virtual_machine,vlan_translation_policy,vrf
,0,0,2026-03-01T05:36:37.926009Z,{},,eth3,http://192.168.65.40:8000/virtualization/interfaces/12/,True,12,,2026-03-01T05:36:37.926029Z,,[],,,eth3,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/12/,"{""description"": """", ""display"": ""vm3"", ""id"": 3, ""name"": ""vm3"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/3/""}",,
,0,0,2026-03-01T05:36:37.993825Z,{},,eth0,http://192.168.65.40:8000/virtualization/interfaces/13/,True,13,,2026-03-01T05:36:37.993845Z,,[],,,eth0,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/13/,"{""description"": """", ""display"": ""vm4"", ""id"": 4, ""name"": ""vm4"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/4/""}",,
,0,0,2026-03-01T05:36:38.075857Z,{},,eth1,http://192.168.65.40:8000/virtualization/interfaces/14/,True,14,,2026-03-01T05:36:38.075876Z,,[],,,eth1,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/14/,"{""description"": """", ""display"": ""vm4"", ""id"": 4, ""name"": ""vm4"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/4/""}",,
,0,0,2026-03-01T05:36:38.141256Z,{},,eth2,http://192.168.65.40:8000/virtualization/interfaces/15/,True,15,,2026-03-01T05:36:38.141275Z,,[],,,eth2,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/15/,"{""description"": """", ""display"": ""vm4"", ""id"": 4, ""name"": ""vm4"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/4/""}",,
,0,0,2026-03-01T05:36:38.215491Z,{},,eth3,http://192.168.65.40:8000/virtualization/interfaces/16/,True,16,,2026-03-01T05:36:38.215511Z,,[],,,eth3,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/16/,"{""description"": """", ""display"": ""vm4"", ""id"": 4, ""name"": ""vm4"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/4/""}",,
,0,0,2026-03-01T05:36:38.317399Z,{},,eth0,http://192.168.65.40:8000/virtualization/interfaces/17/,True,17,,2026-03-01T05:36:38.317417Z,,[],,,eth0,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/17/,"{""description"": """", ""display"": ""vm5"", ""id"": 5, ""name"": ""vm5"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/5/""}",,
,0,0,2026-03-01T05:36:38.400563Z,{},,eth1,http://192.168.65.40:8000/virtualization/interfaces/18/,True,18,,2026-03-01T05:36:38.400581Z,,[],,,eth1,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/18/,"{""description"": """", ""display"": ""vm5"", ""id"": 5, ""name"": ""vm5"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/5/""}",,
,0,0,2026-03-01T05:36:38.466326Z,{},,eth2,http://192.168.65.40:8000/virtualization/interfaces/19/,True,19,,2026-03-01T05:36:38.466347Z,,[],,,eth2,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/19/,"{""description"": """", ""display"": ""vm5"", ""id"": 5, ""name"": ""vm5"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/5/""}",,
,0,0,2026-03-01T05:36:38.533190Z,{},,eth3,http://192.168.65.40:8000/virtualization/interfaces/20/,True,20,,2026-03-01T05:36:38.533209Z,,[],,,eth3,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/20/,"{""description"": """", ""display"": ""vm5"", ""id"": 5, ""name"": ""vm5"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/5/""}",,
,0,0,2026-03-01T05:36:38.605837Z,{},,eth0,http://192.168.65.40:8000/virtualization/interfaces/21/,True,21,,2026-03-01T05:36:38.605857Z,,[],,,eth0,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/21/,"{""description"": """", ""display"": ""vm6"", ""id"": 6, ""name"": ""vm6"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/6/""}",,
,0,0,2026-03-01T05:36:38.952052Z,{},,eth1,http://192.168.65.40:8000/virtualization/interfaces/22/,True,22,,2026-03-01T05:36:38.952073Z,,[],,,eth1,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/22/,"{""description"": """", ""display"": ""vm6"", ""id"": 6, ""name"": ""vm6"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/6/""}",,
,0,0,2026-03-01T05:36:39.028821Z,{},,eth2,http://192.168.65.40:8000/virtualization/interfaces/23/,True,23,,2026-03-01T05:36:39.028842Z,,[],,,eth2,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/23/,"{""description"": """", ""display"": ""vm6"", ""id"": 6, ""name"": ""vm6"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/6/""}",,
,0,0,2026-03-01T05:36:39.100336Z,{},,eth3,http://192.168.65.40:8000/virtualization/interfaces/24/,True,24,,2026-03-01T05:36:39.100355Z,,[],,,eth3,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/24/,"{""description"": """", ""display"": ""vm6"", ""id"": 6, ""name"": ""vm6"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/6/""}",,
,0,0,2026-03-01T05:36:39.164319Z,{},,eth0,http://192.168.65.40:8000/virtualization/interfaces/25/,True,25,,2026-03-01T05:36:39.164337Z,,[],,,eth0,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/25/,"{""description"": """", ""display"": ""vm7"", ""id"": 7, ""name"": ""vm7"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/7/""}",,
,0,0,2026-03-01T05:36:39.230088Z,{},,eth1,http://192.168.65.40:8000/virtualization/interfaces/26/,True,26,,2026-03-01T05:36:39.230107Z,,[],,,eth1,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/26/,"{""description"": """", ""display"": ""vm7"", ""id"": 7, ""name"": ""vm7"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/7/""}",,
,0,0,2026-03-01T05:36:39.295643Z,{},,eth2,http://192.168.65.40:8000/virtualization/interfaces/27/,True,27,,2026-03-01T05:36:39.295663Z,,[],,,eth2,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/27/,"{""description"": """", ""display"": ""vm7"", ""id"": 7, ""name"": ""vm7"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/7/""}",,
,0,0,2026-03-01T05:36:39.360020Z,{},,eth3,http://192.168.65.40:8000/virtualization/interfaces/28/,True,28,,2026-03-01T05:36:39.360039Z,,[],,,eth3,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/28/,"{""description"": """", ""display"": ""vm7"", ""id"": 7, ""name"": ""vm7"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/7/""}",,
,0,0,2026-03-01T05:36:39.423491Z,{},,eth0,http://192.168.65.40:8000/virtualization/interfaces/29/,True,29,,2026-03-01T05:36:39.423517Z,,[],,,eth0,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/29/,"{""description"": """", ""display"": ""vm8"", ""id"": 8, ""name"": ""vm8"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/8/""}",,
,0,0,2026-03-01T05:36:39.486096Z,{},,eth1,http://192.168.65.40:8000/virtualization/interfaces/30/,True,30,,2026-03-01T05:36:39.486115Z,,[],,,eth1,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/30/,"{""description"": """", ""display"": ""vm8"", ""id"": 8, ""name"": ""vm8"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/8/""}",,
,0,0,2026-03-01T05:36:39.553568Z,{},,eth2,http://192.168.65.40:8000/virtualization/interfaces/31/,True,31,,2026-03-01T05:36:39.553586Z,,[],,,eth2,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/31/,"{""description"": """", ""display"": ""vm8"", ""id"": 8, ""name"": ""vm8"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/8/""}",,
,0,0,2026-03-01T05:36:39.617518Z,{},,eth3,http://192.168.65.40:8000/virtualization/interfaces/32/,True,32,,2026-03-01T05:36:39.617536Z,,[],,,eth3,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/32/,"{""description"": """", ""display"": ""vm8"", ""id"": 8, ""name"": ""vm8"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/8/""}",,
,0,0,2026-03-01T05:36:39.704032Z,{},,eth0,http://192.168.65.40:8000/virtualization/interfaces/33/,True,33,,2026-03-01T05:36:39.704051Z,,[],,,eth0,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/33/,"{""description"": """", ""display"": ""vm9"", ""id"": 9, ""name"": ""vm9"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/9/""}",,
,0,0,2026-03-01T05:36:39.770219Z,{},,eth1,http://192.168.65.40:8000/virtualization/interfaces/34/,True,34,,2026-03-01T05:36:39.770238Z,,[],,,eth1,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/34/,"{""description"": """", ""display"": ""vm9"", ""id"": 9, ""name"": ""vm9"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/9/""}",,
,0,0,2026-03-01T05:36:39.833139Z,{},,eth2,http://192.168.65.40:8000/virtualization/interfaces/35/,True,35,,2026-03-01T05:36:39.833158Z,,[],,,eth2,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/35/,"{""description"": """", ""display"": ""vm9"", ""id"": 9, ""name"": ""vm9"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/9/""}",,
,0,0,2026-03-01T05:36:39.898624Z,{},,eth3,http://192.168.65.40:8000/virtualization/interfaces/36/,True,36,,2026-03-01T05:36:39.898649Z,,[],,,eth3,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/36/,"{""description"": """", ""display"": ""vm9"", ""id"": 9, ""name"": ""vm9"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/9/""}",,
,0,0,2026-03-01T05:36:39.974226Z,{},,eth0,http://192.168.65.40:8000/virtualization/interfaces/37/,True,37,,2026-03-01T05:36:39.974248Z,,[],,,eth0,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/37/,"{""description"": """", ""display"": ""vm10"", ""id"": 10, ""name"": ""vm10"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/10/""}",,
,0,0,2026-03-01T05:36:40.043348Z,{},,eth1,http://192.168.65.40:8000/virtualization/interfaces/38/,True,38,,2026-03-01T05:36:40.043367Z,,[],,,eth1,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/38/,"{""description"": """", ""display"": ""vm10"", ""id"": 10, ""name"": ""vm10"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/10/""}",,
,0,0,2026-03-01T05:36:40.106262Z,{},,eth2,http://192.168.65.40:8000/virtualization/interfaces/39/,True,39,,2026-03-01T05:36:40.106280Z,,[],,,eth2,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/39/,"{""description"": """", ""display"": ""vm10"", ""id"": 10, ""name"": ""vm10"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/10/""}",,
,0,0,2026-03-01T05:36:40.176268Z,{},,eth3,http://192.168.65.40:8000/virtualization/interfaces/40/,True,40,,2026-03-01T05:36:40.176286Z,,[],,,eth3,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/40/,"{""description"": """", ""display"": ""vm10"", ""id"": 10, ""name"": ""vm10"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/10/""}",,
,0,0,2026-03-01T05:36:40.246298Z,{},,eth0,http://192.168.65.40:8000/virtualization/interfaces/41/,True,41,,2026-03-01T05:36:40.246316Z,,[],,,eth0,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/41/,"{""description"": """", ""display"": ""vm11"", ""id"": 11, ""name"": ""vm11"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/11/""}",,
,0,0,2026-03-01T05:36:40.325062Z,{},,eth1,http://192.168.65.40:8000/virtualization/interfaces/42/,True,42,,2026-03-01T05:36:40.325082Z,,[],,,eth1,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/42/,"{""description"": """", ""display"": ""vm11"", ""id"": 11, ""name"": ""vm11"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/11/""}",,
,0,0,2026-03-01T05:36:40.391762Z,{},,eth2,http://192.168.65.40:8000/virtualization/interfaces/43/,True,43,,2026-03-01T05:36:40.391781Z,,[],,,eth2,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/43/,"{""description"": """", ""display"": ""vm11"", ""id"": 11, ""name"": ""vm11"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/11/""}",,
,0,0,2026-03-01T05:36:40.456267Z,{},,eth3,http://192.168.65.40:8000/virtualization/interfaces/44/,True,44,,2026-03-01T05:36:40.456286Z,,[],,,eth3,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/44/,"{""description"": """", ""display"": ""vm11"", ""id"": 11, ""name"": ""vm11"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/11/""}",,
,0,0,2026-03-01T05:36:40.521143Z,{},,eth0,http://192.168.65.40:8000/virtualization/interfaces/45/,True,45,,2026-03-01T05:36:40.521162Z,,[],,,eth0,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/45/,"{""description"": """", ""display"": ""vm12"", ""id"": 12, ""name"": ""vm12"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/12/""}",,
,0,0,2026-03-01T05:36:40.589086Z,{},,eth1,http://192.168.65.40:8000/virtualization/interfaces/46/,True,46,,2026-03-01T05:36:40.589105Z,,[],,,eth1,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/46/,"{""description"": """", ""display"": ""vm12"", ""id"": 12, ""name"": ""vm12"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/12/""}",,
,0,0,2026-03-01T05:36:40.654265Z,{},,eth2,http://192.168.65.40:8000/virtualization/interfaces/47/,True,47,,2026-03-01T05:36:40.654285Z,,[],,,eth2,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/47/,"{""description"": """", ""display"": ""vm12"", ""id"": 12, ""name"": ""vm12"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/12/""}",,
,0,0,2026-03-01T05:36:40.739301Z,{},,eth3,http://192.168.65.40:8000/virtualization/interfaces/48/,True,48,,2026-03-01T05:36:40.739324Z,,[],,,eth3,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/48/,"{""description"": """", ""display"": ""vm12"", ""id"": 12, ""name"": ""vm12"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/12/""}",,
,0,0,2026-03-01T05:36:40.810526Z,{},,eth0,http://192.168.65.40:8000/virtualization/interfaces/49/,True,49,,2026-03-01T05:36:40.810545Z,,[],,,eth0,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/49/,"{""description"": """", ""display"": ""vm13"", ""id"": 13, ""name"": ""vm13"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/13/""}",,
,0,0,2026-03-01T05:36:40.874556Z,{},,eth1,http://192.168.65.40:8000/virtualization/interfaces/50/,True,50,,2026-03-01T05:36:40.874575Z,,[],,,eth1,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/50/,"{""description"": """", ""display"": ""vm13"", ""id"": 13, ""name"": ""vm13"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/13/""}",,
,0,0,2026-03-01T05:36:40.942161Z,{},,eth2,http://192.168.65.40:8000/virtualization/interfaces/51/,True,51,,2026-03-01T05:36:40.942179Z,,[],,,eth2,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/51/,"{""description"": """", ""display"": ""vm13"", ""id"": 13, ""name"": ""vm13"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/13/""}",,
,0,0,2026-03-01T05:36:41.006099Z,{},,eth3,http://192.168.65.40:8000/virtualization/interfaces/52/,True,52,,2026-03-01T05:36:41.006119Z,,[],,,eth3,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/52/,"{""description"": """", ""display"": ""vm13"", ""id"": 13, ""name"": ""vm13"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/13/""}",,
,0,0,2026-03-01T05:36:41.069486Z,{},,eth0,http://192.168.65.40:8000/virtualization/interfaces/53/,True,53,,2026-03-01T05:36:41.069505Z,,[],,,eth0,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/53/,"{""description"": """", ""display"": ""vm14"", ""id"": 14, ""name"": ""vm14"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/14/""}",,
,0,0,2026-03-01T05:36:41.133788Z,{},,eth1,http://192.168.65.40:8000/virtualization/interfaces/54/,True,54,,2026-03-01T05:36:41.133807Z,,[],,,eth1,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/54/,"{""description"": """", ""display"": ""vm14"", ""id"": 14, ""name"": ""vm14"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/14/""}",,
,0,0,2026-03-01T05:36:41.204418Z,{},,eth2,http://192.168.65.40:8000/virtualization/interfaces/55/,True,55,,2026-03-01T05:36:41.204438Z,,[],,,eth2,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/55/,"{""description"": """", ""display"": ""vm14"", ""id"": 14, ""name"": ""vm14"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/14/""}",,
,0,0,2026-03-01T05:36:41.269171Z,{},,eth3,http://192.168.65.40:8000/virtualization/interfaces/56/,True,56,,2026-03-01T05:36:41.269190Z,,[],,,eth3,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/56/,"{""description"": """", ""display"": ""vm14"", ""id"": 14, ""name"": ""vm14"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/14/""}",,
,0,0,2026-03-01T05:36:41.332631Z,{},,eth0,http://192.168.65.40:8000/virtualization/interfaces/57/,True,57,,2026-03-01T05:36:41.332650Z,,[],,,eth0,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/57/,"{""description"": """", ""display"": ""vm15"", ""id"": 15, ""name"": ""vm15"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/15/""}",,
,0,0,2026-03-01T05:36:41.397806Z,{},,eth1,http://192.168.65.40:8000/virtualization/interfaces/58/,True,58,,2026-03-01T05:36:41.397825Z,,[],,,eth1,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/58/,"{""description"": """", ""display"": ""vm15"", ""id"": 15, ""name"": ""vm15"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/15/""}",,
,0,0,2026-03-01T05:36:41.462048Z,{},,eth2,http://192.168.65.40:8000/virtualization/interfaces/59/,True,59,,2026-03-01T05:36:41.462067Z,,[],,,eth2,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/59/,"{""description"": """", ""display"": ""vm15"", ""id"": 15, ""name"": ""vm15"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/15/""}",,
,0,0,2026-03-01T05:36:41.527324Z,{},,eth3,http://192.168.65.40:8000/virtualization/interfaces/60/,True,60,,2026-03-01T05:36:41.527343Z,,[],,,eth3,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/60/,"{""description"": """", ""display"": ""vm15"", ""id"": 15, ""name"": ""vm15"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/15/""}",,
,0,0,2026-03-01T05:36:41.590132Z,{},,eth0,http://192.168.65.40:8000/virtualization/interfaces/61/,True,61,,2026-03-01T05:36:41.590151Z,,[],,,eth0,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/61/,"{""description"": """", ""display"": ""vm16"", ""id"": 16, ""name"": ""vm16"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/16/""}",,
,0,0,2026-03-01T05:36:41.665534Z,{},,eth1,http://192.168.65.40:8000/virtualization/interfaces/62/,True,62,,2026-03-01T05:36:41.665553Z,,[],,,eth1,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/62/,"{""description"": """", ""display"": ""vm16"", ""id"": 16, ""name"": ""vm16"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/16/""}",,
,0,0,2026-03-01T05:36:41.728799Z,{},,eth2,http://192.168.65.40:8000/virtualization/interfaces/63/,True,63,,2026-03-01T05:36:41.728818Z,,[],,,eth2,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/63/,"{""description"": """", ""display"": ""vm16"", ""id"": 16, ""name"": ""vm16"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/16/""}",,
,0,0,2026-03-01T05:36:41.813365Z,{},,eth3,http://192.168.65.40:8000/virtualization/interfaces/64/,True,64,,2026-03-01T05:36:41.813383Z,,[],,,eth3,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/64/,"{""description"": """", ""display"": ""vm16"", ""id"": 16, ""name"": ""vm16"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/16/""}",,
,0,0,2026-03-01T05:36:41.876988Z,{},,eth0,http://192.168.65.40:8000/virtualization/interfaces/65/,True,65,,2026-03-01T05:36:41.877008Z,,[],,,eth0,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/65/,"{""description"": """", ""display"": ""vm17"", ""id"": 17, ""name"": ""vm17"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/17/""}",,
,0,0,2026-03-01T05:36:41.945482Z,{},,eth1,http://192.168.65.40:8000/virtualization/interfaces/66/,True,66,,2026-03-01T05:36:41.945502Z,,[],,,eth1,,,,,[],[],,http://192.168.65.40:8000/api/virtualization/interfaces/66/,"{""description"": """", ""display"": ""vm17"", ""id"": 17, ""name"": ""vm17"", ""url"": ""http://192.168.65.40:8000/api/virtualization/virtual-machines/17/""}",,
