cluster,comments,config_context,config_template,created,custom_fields,description,device,disk,display,display_url,id,interface_count,last_updated,local_context_data,memory,name,owner,platform,primary_ip,primary_ip4,primary_ip6,role,serial,site,start_on_boot,status,tags,tenant,url,vcpus,virtual_disk_count
"{""description"": """", ""display"": ""DO-AMS3"", ""id"": 1, ""name"": ""DO-AMS3"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/1/""}",,{},,2026-03-01T05:36:16.628055Z,{},,,,vm11,http://192.168.65.40:8000/virtualization/virtual-machines/11/,11,4,2026-03-01T05:36:16.628073Z,,,vm11,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/11/,,0
"{""description"": """", ""display"": ""DO-AMS3"", ""id"": 1, ""name"": ""DO-AMS3"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/1/""}",,{},,2026-03-01T05:36:16.731224Z,{},,,,vm12,http://192.168.65.40:8000/virtualization/virtual-machines/12/,12,4,2026-03-01T05:36:16.731241Z,,,vm12,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/12/,,0
"{""description"": """", ""display"": ""DO-AMS3"", ""id"": 1, ""name"": ""DO-AMS3"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/1/""}",,{},,2026-03-01T05:36:16.825971Z,{},,,,vm13,http://192.168.65.40:8000/virtualization/virtual-machines/13/,13,4,2026-03-01T05:36:16.825987Z,,,vm13,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/13/,,0
"{""description"": """", ""display"": ""DO-AMS3"", ""id"": 1, ""name"": ""DO-AMS3"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/1/""}",,{},,2026-03-01T05:36:16.914232Z,{},,,,vm14,http://192.168.65.40:8000/virtualization/virtual-machines/14/,14,4,2026-03-01T05:36:16.914250Z,,,vm14,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/14/,,0
"{""description"": """", ""display"": ""DO-AMS3"", ""id"": 1, ""name"": ""DO-AMS3"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/1/""}",,{},,2026-03-01T05:36:17.001016Z,{},,,,vm15,http://192.168.65.40:8000/virtualization/virtual-machines/15/,15,4,2026-03-01T05:36:17.001033Z,,,vm15,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/15/,,0
"{""description"": """", ""display"": ""DO-AMS3"", ""id"": 1, ""name"": ""DO-AMS3"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/1/""}",,{},,2026-03-01T05:36:17.095144Z,{},,,,vm16,http://192.168.65.40:8000/virtualization/virtual-machines/16/,16,4,2026-03-01T05:36:17.095161Z,,,vm16,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/16/,,0
"{""description"": """", ""display"": ""DO-AMS3"", ""id"": 1, ""name"": ""DO-AMS3"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/1/""}",,{},,2026-03-01T05:36:17.183697Z,{},,,,vm17,http://192.168.65.40:8000/virtualization/virtual-machines/17/,17,4,2026-03-01T05:36:17.183715Z,,,vm17,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/17/,,0
"{""description"": """", ""display"": ""DO-AMS3"", ""id"": 1, ""name"": ""DO-AMS3"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/1/""}",,{},,2026-03-01T05:36:17.274800Z,{},,,,vm18,http://192.168.65.40:8000/virtualization/virtual-machines/18/,18,4,2026-03-01T05:36:17.274818Z,,,vm18,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/18/,,0
"{""description"": """", ""display"": ""DO-AMS3"", ""id"": 1, ""name"": ""DO-AMS3"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/1/""}",,{},,2026-03-01T05:36:17.365133Z,{},,,,vm19,http://192.168.65.40:8000/virtualization/virtual-machines/19/,19,4,2026-03-01T05:36:17.365151Z,,,vm19,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/19/,,0
"{""description"": """", ""display"": ""DO-AMS3"", ""id"": 1, ""name"": ""DO-AMS3"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/1/""}",,{},,2026-03-01T05:36:18.536098Z,{},,,,vm20,http://192.168.65.40:8000/virtualization/virtual-machines/20/,20,4,2026-03-01T05:36:18.536122Z,,,vm20,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/20/,,0
"{""description"": """", ""display"": ""DO-BLR1"", ""id"": 2, ""name"": ""DO-BLR1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/2/""}",,{},,2026-03-01T05:36:18.735510Z,{},,,,vm21,http://192.168.65.40:8000/virtualization/virtual-machines/21/,21,4,2026-03-01T05:36:18.735527Z,,,vm21,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/21/,,0
"{""description"": """", ""display"": ""DO-BLR1"", ""id"": 2, ""name"": ""DO-BLR1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/2/""}",,{},,2026-03-01T05:36:18.838964Z,{},,,,vm22,http://192.168.65.40:8000/virtualization/virtual-machines/22/,22,4,2026-03-01T05:36:18.838981Z,,,vm22,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/22/,,0
"{""description"": """", ""display"": ""DO-BLR1"", ""id"": 2, ""name"": ""DO-BLR1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/2/""}",,{},,2026-03-01T05:36:18.927320Z,{},,,,vm23,http://192.168.65.40:8000/virtualization/virtual-machines/23/,23,4,2026-03-01T05:36:18.927337Z,,,vm23,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/23/,,0
"{""description"": """", ""display"": ""DO-BLR1"", ""id"": 2, ""name"": ""DO-BLR1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/2/""}",,{},,2026-03-01T05:36:19.014946Z,{},,,,vm24,http://192.168.65.40:8000/virtualization/virtual-machines/24/,24,4,2026-03-01T05:36:19.014964Z,,,vm24,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/24/,,0
"{""description"": """", ""display"": ""DO-BLR1"", ""id"": 2, ""name"": ""DO-BLR1"", ""url"": ""http://192.168.65.40:8000/api/virtualization/clusters/2/""}",,{},,2026-03-01T05:36:19.102306Z,{},,,,vm25,http://192.168.65.40:8000/virtualization/virtual-machines/25/,25,4,2026-03-01T05:36:19.102323Z,,,vm25,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Ubuntu Linux 20.04"", ""id"": 3, ""name"": ""Ubuntu Linux 20.04"", ""slug"": ""ubuntu-linux-20-04"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/3/"", ""virtualmachine_count"": 0}",,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Application Server"", ""id"": 7, ""name"": ""Application Server"", ""slug"": ""application-server"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/7/"", ""virtualmachine_count"": 0}",,,"{""label"": ""Off"", ""value"": ""off""}","{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/virtualization/virtual-machines/25/,,0
