_occupied,bridge,cable_end,connected_endpoints_reachable,connected_endpoints_type,count_fhrp_groups,count_ipaddresses,created,description,display,display_url,duplex,enabled,id,l2vpn_termination,label,lag,last_updated,link_peers_type,mac_address,mark_connected,mgmt_only,mode,mtu,name,owner,parent,poe_mode,poe_type,primary_mac_address,qinq_svlan,rf_channel,rf_channel_frequency,rf_channel_width,rf_role,speed,tx_power,untagged_vlan,url,vlan_translation_policy,vrf,wireless_link,wwn
False,,,,,0,0,2026-03-01T04:57:28.011210Z,,GigabitEthernet0/1/8,http://192.168.65.40:8000/dcim/interfaces/9/,,True,9,,,,2026-03-01T05:11:12.852045Z,,,False,False,,,GigabitEthernet0/1/8,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/9/,,,,
False,,,,,0,0,2026-03-01T04:57:28.095397Z,,Wlan-GigabitEthernet0/1/8,http://192.168.65.40:8000/dcim/interfaces/10/,,True,10,,,,2026-03-01T05:11:13.147926Z,,,False,False,,,Wlan-GigabitEthernet0/1/8,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/10/,,,,
False,,,,,0,0,2026-03-01T04:57:28.204753Z,,Cellular0/2/0,http://192.168.65.40:8000/dcim/interfaces/11/,,True,11,,,,2026-03-01T05:11:13.375237Z,,,False,False,,,Cellular0/2/0,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/11/,,,,
False,,,,,0,0,2026-03-01T04:57:28.291454Z,,Po1,http://192.168.65.40:8000/dcim/interfaces/12/,,True,12,,,,2026-03-01T05:11:14.213489Z,,,False,False,,,Po1,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/12/,,,,
False,,,,,0,0,2026-03-01T05:11:14.359902Z,,GigabitEthernet1/0/1,http://192.168.65.40:8000/dcim/interfaces/1409/,,True,1409,,,,2026-03-01T05:11:14.359922Z,,,False,False,,,GigabitEthernet1/0/1,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/1409/,,,,
False,,,,,0,0,2026-03-01T05:11:14.445000Z,,GigabitEthernet1/0/2,http://192.168.65.40:8000/dcim/interfaces/1410/,,True,1410,,,,2026-03-01T05:11:14.445019Z,,,False,False,,,GigabitEthernet1/0/2,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/1410/,,,,
False,,,,,0,0,2026-03-01T04:57:28.419494Z,,GigabitEthernet1/0/3,http://192.168.65.40:8000/dcim/interfaces/13/,,True,13,,,,2026-03-01T05:11:14.661598Z,,,False,False,,,GigabitEthernet1/0/3,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/13/,,,,
True,,B,True,circuits.providernetwork,0,0,2026-03-01T04:57:28.520913Z,,GigabitEthernet1/0/4,http://192.168.65.40:8000/dcim/interfaces/14/,,True,14,,,,2026-03-01T05:38:47.801000Z,circuits.circuittermination,,False,False,,,GigabitEthernet1/0/4,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/14/,,,,
True,,B,False,,0,0,2026-03-01T04:57:28.605617Z,,GigabitEthernet1/0/5,http://192.168.65.40:8000/dcim/interfaces/15/,,True,15,,,,2026-03-01T05:38:52.689827Z,circuits.circuittermination,,False,False,,,GigabitEthernet1/0/5,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/15/,,,,
True,,A,True,dcim.interface,0,0,2026-03-01T04:57:29.734781Z,,GigabitEthernet1/0/6,http://192.168.65.40:8000/dcim/interfaces/16/,,True,16,,,,2026-03-01T05:11:15.396542Z,dcim.interface,,False,False,,,GigabitEthernet1/0/6,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/16/,,,,
True,,A,True,dcim.interface,0,0,2026-03-01T04:57:29.919208Z,,GigabitEthernet1/0/7,http://192.168.65.40:8000/dcim/interfaces/17/,,True,17,,,,2026-03-01T05:11:15.652434Z,dcim.interface,,False,False,,,GigabitEthernet1/0/7,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/17/,,,,
False,,,,,0,0,2026-03-01T04:57:30.004342Z,,GigabitEthernet1/0/8,http://192.168.65.40:8000/dcim/interfaces/18/,,True,18,,,,2026-03-01T05:11:15.894586Z,,,False,False,,,GigabitEthernet1/0/8,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/18/,,,,
False,,,,,0,0,2026-03-01T04:57:30.096456Z,,GigabitEthernet1/0/9,http://192.168.65.40:8000/dcim/interfaces/19/,,True,19,,,,2026-03-01T05:11:16.096011Z,,,False,False,,,GigabitEthernet1/0/9,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/19/,,,,
False,,,,,0,0,2026-03-01T04:57:30.188189Z,,GigabitEthernet1/0/10,http://192.168.65.40:8000/dcim/interfaces/20/,,True,20,,,,2026-03-01T05:11:16.418842Z,,,False,False,,,GigabitEthernet1/0/10,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/20/,,,,
False,,,,,0,0,2026-03-01T04:57:30.304721Z,,GigabitEthernet1/0/11,http://192.168.65.40:8000/dcim/interfaces/21/,,True,21,,,,2026-03-01T05:11:17.066673Z,,,False,False,,,GigabitEthernet1/0/11,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/21/,,,,
False,,,,,0,0,2026-03-01T04:57:31.459635Z,,GigabitEthernet1/0/12,http://192.168.65.40:8000/dcim/interfaces/22/,,True,22,,,,2026-03-01T05:11:17.502887Z,,,False,False,,,GigabitEthernet1/0/12,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/22/,,,,
False,,,,,0,0,2026-03-01T04:57:31.558420Z,,GigabitEthernet1/0/13,http://192.168.65.40:8000/dcim/interfaces/23/,,True,23,,,,2026-03-01T05:11:17.711576Z,,,False,False,,,GigabitEthernet1/0/13,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/23/,,,,
False,,,,,0,0,2026-03-01T04:57:31.642462Z,,GigabitEthernet1/0/14,http://192.168.65.40:8000/dcim/interfaces/24/,,True,24,,,,2026-03-01T05:11:17.950924Z,,,False,False,,,GigabitEthernet1/0/14,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/24/,,,,
False,,,,,0,0,2026-03-01T04:57:31.733105Z,,GigabitEthernet1/0/15,http://192.168.65.40:8000/dcim/interfaces/25/,,True,25,,,,2026-03-01T05:11:18.251773Z,,,False,False,,,GigabitEthernet1/0/15,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/25/,,,,
False,,,,,0,0,2026-03-01T04:57:31.836620Z,,GigabitEthernet1/0/16,http://192.168.65.40:8000/dcim/interfaces/26/,,True,26,,,,2026-03-01T05:11:18.456912Z,,,False,False,,,GigabitEthernet1/0/16,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/26/,,,,
True,,B,True,circuits.providernetwork,0,0,2026-03-01T04:57:31.936008Z,,GigabitEthernet1/0/17,http://192.168.65.40:8000/dcim/interfaces/27/,,True,27,,,,2026-03-01T05:38:51.676667Z,circuits.circuittermination,,False,False,,,GigabitEthernet1/0/17,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/27/,,,,
True,,B,False,,0,0,2026-03-01T04:57:32.036149Z,,GigabitEthernet1/0/18,http://192.168.65.40:8000/dcim/interfaces/28/,,True,28,,,,2026-03-01T05:38:52.914430Z,circuits.circuittermination,,False,False,,,GigabitEthernet1/0/18,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/28/,,,,
True,,A,True,dcim.interface,0,0,2026-03-01T04:57:32.137549Z,,GigabitEthernet1/0/19,http://192.168.65.40:8000/dcim/interfaces/29/,,True,29,,,,2026-03-01T05:11:19.496690Z,dcim.interface,,False,False,,,GigabitEthernet1/0/19,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/29/,,,,
True,,A,True,dcim.interface,0,0,2026-03-01T04:57:32.222083Z,,GigabitEthernet1/0/20,http://192.168.65.40:8000/dcim/interfaces/30/,,True,30,,,,2026-03-01T05:11:20.750810Z,dcim.interface,,False,False,,,GigabitEthernet1/0/20,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/30/,,,,
False,,,,,0,0,2026-03-01T04:57:32.309338Z,,GigabitEthernet1/0/21,http://192.168.65.40:8000/dcim/interfaces/31/,,True,31,,,,2026-03-01T05:11:21.047352Z,,,False,False,,,GigabitEthernet1/0/21,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/31/,,,,
False,,,,,0,0,2026-03-01T04:57:32.406922Z,,GigabitEthernet1/0/22,http://192.168.65.40:8000/dcim/interfaces/32/,,True,32,,,,2026-03-01T05:11:21.325558Z,,,False,False,,,GigabitEthernet1/0/22,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/32/,,,,
False,,,,,0,0,2026-03-01T04:57:32.506119Z,,GigabitEthernet1/0/23,http://192.168.65.40:8000/dcim/interfaces/33/,,True,33,,,,2026-03-01T05:11:21.629748Z,,,False,False,,,GigabitEthernet1/0/23,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/33/,,,,
False,,,,,0,0,2026-03-01T04:57:32.592699Z,,GigabitEthernet1/0/24,http://192.168.65.40:8000/dcim/interfaces/34/,,True,34,,,,2026-03-01T05:11:21.955430Z,,,False,False,,,GigabitEthernet1/0/24,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/34/,,,,
False,,,,,0,0,2026-03-01T04:57:32.678004Z,,GigabitEthernet1/0/25,http://192.168.65.40:8000/dcim/interfaces/35/,,True,35,,,,2026-03-01T05:11:22.223662Z,,,False,False,,,GigabitEthernet1/0/25,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/35/,,,,
False,,,,,0,0,2026-03-01T04:57:32.760191Z,,GigabitEthernet1/0/26,http://192.168.65.40:8000/dcim/interfaces/36/,,True,36,,,,2026-03-01T05:11:22.448141Z,,,False,False,,,GigabitEthernet1/0/26,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/36/,,,,
False,,,,,0,0,2026-03-01T04:57:32.852231Z,,GigabitEthernet1/0/27,http://192.168.65.40:8000/dcim/interfaces/37/,,True,37,,,,2026-03-01T05:11:23.313151Z,,,False,False,,,GigabitEthernet1/0/27,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/37/,,,,
False,,,,,0,0,2026-03-01T04:57:32.942226Z,,GigabitEthernet1/0/28,http://192.168.65.40:8000/dcim/interfaces/38/,,True,38,,,,2026-03-01T05:11:23.574919Z,,,False,False,,,GigabitEthernet1/0/28,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/38/,,,,
False,,,,,0,0,2026-03-01T04:57:33.026925Z,,GigabitEthernet1/0/29,http://192.168.65.40:8000/dcim/interfaces/39/,,True,39,,,,2026-03-01T05:11:23.777329Z,,,False,False,,,GigabitEthernet1/0/29,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/39/,,,,
True,,B,True,circuits.providernetwork,0,0,2026-03-01T04:57:33.112257Z,,GigabitEthernet1/0/30,http://192.168.65.40:8000/dcim/interfaces/40/,,True,40,,,,2026-03-01T05:38:52.308923Z,circuits.circuittermination,,False,False,,,GigabitEthernet1/0/30,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/40/,,,,
True,,B,False,,0,0,2026-03-01T04:57:33.201287Z,,GigabitEthernet1/0/31,http://192.168.65.40:8000/dcim/interfaces/41/,,True,41,,,,2026-03-01T05:38:53.120586Z,circuits.circuittermination,,False,False,,,GigabitEthernet1/0/31,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/41/,,,,
True,,A,True,dcim.interface,0,0,2026-03-01T04:57:33.287817Z,,GigabitEthernet1/0/32,http://192.168.65.40:8000/dcim/interfaces/42/,,True,42,,,,2026-03-01T05:11:24.509277Z,dcim.interface,,False,False,,,GigabitEthernet1/0/32,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/42/,,,,
True,,A,True,dcim.interface,0,0,2026-03-01T04:57:33.373075Z,,GigabitEthernet1/0/33,http://192.168.65.40:8000/dcim/interfaces/43/,,True,43,,,,2026-03-01T05:11:24.955876Z,dcim.interface,,False,False,,,GigabitEthernet1/0/33,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/43/,,,,
False,,,,,0,0,2026-03-01T04:57:33.687260Z,,GigabitEthernet1/0/34,http://192.168.65.40:8000/dcim/interfaces/44/,,True,44,,,,2026-03-01T05:11:25.359094Z,,,False,False,,,GigabitEthernet1/0/34,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/44/,,,,
False,,,,,0,0,2026-03-01T04:57:34.886014Z,,GigabitEthernet1/0/35,http://192.168.65.40:8000/dcim/interfaces/45/,,True,45,,,,2026-03-01T05:11:25.642960Z,,,False,False,,,GigabitEthernet1/0/35,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/45/,,,,
False,,,,,0,0,2026-03-01T04:57:35.257771Z,,GigabitEthernet1/0/36,http://192.168.65.40:8000/dcim/interfaces/46/,,True,46,,,,2026-03-01T05:11:25.930035Z,,,False,False,,,GigabitEthernet1/0/36,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/46/,,,,
False,,,,,0,0,2026-03-01T04:57:35.497161Z,,GigabitEthernet1/0/37,http://192.168.65.40:8000/dcim/interfaces/47/,,True,47,,,,2026-03-01T05:11:26.252266Z,,,False,False,,,GigabitEthernet1/0/37,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/47/,,,,
False,,,,,0,0,2026-03-01T04:57:35.627080Z,,GigabitEthernet1/0/38,http://192.168.65.40:8000/dcim/interfaces/48/,,True,48,,,,2026-03-01T05:11:26.544398Z,,,False,False,,,GigabitEthernet1/0/38,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/48/,,,,
False,,,,,0,0,2026-03-01T04:57:35.965436Z,,GigabitEthernet1/0/39,http://192.168.65.40:8000/dcim/interfaces/49/,,True,49,,,,2026-03-01T05:11:26.754022Z,,,False,False,,,GigabitEthernet1/0/39,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/49/,,,,
False,,,,,0,0,2026-03-01T04:57:36.051465Z,,GigabitEthernet1/0/40,http://192.168.65.40:8000/dcim/interfaces/50/,,True,50,,,,2026-03-01T05:11:26.955994Z,,,False,False,,,GigabitEthernet1/0/40,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/50/,,,,
False,,,,,0,0,2026-03-01T04:57:36.140365Z,,GigabitEthernet1/0/41,http://192.168.65.40:8000/dcim/interfaces/51/,,True,51,,,,2026-03-01T05:11:27.279182Z,,,False,False,,,GigabitEthernet1/0/41,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/51/,,,,
False,,,,,0,0,2026-03-01T04:57:36.237046Z,,GigabitEthernet1/0/42,http://192.168.65.40:8000/dcim/interfaces/52/,,True,52,,,,2026-03-01T05:11:27.565167Z,,,False,False,,,GigabitEthernet1/0/42,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/52/,,,,
True,,B,True,circuits.providernetwork,0,0,2026-03-01T04:57:36.325298Z,,GigabitEthernet1/0/43,http://192.168.65.40:8000/dcim/interfaces/53/,,True,53,,,,2026-03-01T05:38:48.003292Z,circuits.circuittermination,,False,False,,,GigabitEthernet1/0/43,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/53/,,,,
True,,B,False,,0,0,2026-03-01T04:57:36.414285Z,,GigabitEthernet1/0/44,http://192.168.65.40:8000/dcim/interfaces/54/,,True,54,,,,2026-03-01T05:38:53.430546Z,circuits.circuittermination,,False,False,,,GigabitEthernet1/0/44,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/54/,,,,
True,,A,True,dcim.interface,0,0,2026-03-01T04:57:36.882614Z,,GigabitEthernet1/0/45,http://192.168.65.40:8000/dcim/interfaces/55/,,True,55,,,,2026-03-01T05:11:28.916365Z,dcim.interface,,False,False,,,GigabitEthernet1/0/45,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/55/,,,,
True,,A,True,dcim.interface,0,0,2026-03-01T04:57:37.371690Z,,GigabitEthernet1/0/46,http://192.168.65.40:8000/dcim/interfaces/56/,,True,56,,,,2026-03-01T05:11:29.227096Z,dcim.interface,,False,False,,,GigabitEthernet1/0/46,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/56/,,,,
False,,,,,0,0,2026-03-01T04:57:38.213270Z,,GigabitEthernet1/0/47,http://192.168.65.40:8000/dcim/interfaces/57/,,True,57,,,,2026-03-01T05:11:29.518368Z,,,False,False,,,GigabitEthernet1/0/47,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/57/,,,,
False,,,,,0,0,2026-03-01T04:57:38.526465Z,,GigabitEthernet1/0/48,http://192.168.65.40:8000/dcim/interfaces/58/,,True,58,,,,2026-03-01T05:11:29.821834Z,,,False,False,,,GigabitEthernet1/0/48,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/58/,,,,
False,,,,,0,0,2026-03-01T04:57:38.638421Z,,GigabitEthernet0,http://192.168.65.40:8000/dcim/interfaces/59/,,True,59,,,,2026-03-01T05:11:30.683945Z,,,False,True,,,GigabitEthernet0,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/59/,,,,
False,,,,,0,0,2026-03-01T04:57:38.736366Z,,Po1,http://192.168.65.40:8000/dcim/interfaces/60/,,True,60,,,,2026-03-01T05:11:30.946565Z,,,False,False,,,Po1,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/60/,,,,
False,,,,,0,0,2026-03-01T04:57:38.833866Z,,STACK0,http://192.168.65.40:8000/dcim/interfaces/61/,,True,61,,,,2026-03-01T05:11:31.257660Z,,,False,False,,,STACK0,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/61/,,,,
False,,,,,0,0,2026-03-01T04:57:38.918524Z,,STACK1,http://192.168.65.40:8000/dcim/interfaces/62/,,True,62,,,,2026-03-01T05:11:31.571669Z,,,False,False,,,STACK1,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/62/,,,,
False,,,,,0,0,2026-03-01T04:57:39.003234Z,,GigabitEthernet0/0/0,http://192.168.65.40:8000/dcim/interfaces/63/,,True,63,,,,2026-03-01T05:11:31.868062Z,,,False,False,,,GigabitEthernet0/0/0,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/63/,,,,
False,,,,,0,0,2026-03-01T04:57:39.101526Z,,GigabitEthernet0/0/1,http://192.168.65.40:8000/dcim/interfaces/64/,,True,64,,,,2026-03-01T05:11:32.178194Z,,,False,False,,,GigabitEthernet0/0/1,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/64/,,,,
False,,,,,0,0,2026-03-01T05:11:32.376295Z,,GigabitEthernet0/1/0,http://192.168.65.40:8000/dcim/interfaces/1411/,,True,1411,,,,2026-03-01T05:11:32.376313Z,,,False,False,,,GigabitEthernet0/1/0,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/1411/,,,,
False,,,,,0,0,2026-03-01T05:11:32.487807Z,,GigabitEthernet0/1/1,http://192.168.65.40:8000/dcim/interfaces/1412/,,True,1412,,,,2026-03-01T05:11:32.487831Z,,,False,False,,,GigabitEthernet0/1/1,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/1412/,,,,
False,,,,,0,0,2026-03-01T04:57:39.235661Z,,GigabitEthernet0/1/2,http://192.168.65.40:8000/dcim/interfaces/65/,,True,65,,,,2026-03-01T05:11:32.807828Z,,,False,False,,,GigabitEthernet0/1/2,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/65/,,,,
True,,B,True,circuits.providernetwork,0,0,2026-03-01T04:57:39.318429Z,,GigabitEthernet0/1/3,http://192.168.65.40:8000/dcim/interfaces/66/,,True,66,,,,2026-03-01T05:38:49.866851Z,circuits.circuittermination,,False,False,,,GigabitEthernet0/1/3,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/66/,,,,
True,,B,False,,0,0,2026-03-01T04:57:39.411325Z,,GigabitEthernet0/1/4,http://192.168.65.40:8000/dcim/interfaces/67/,,True,67,,,,2026-03-01T05:38:53.616526Z,circuits.circuittermination,,False,False,,,GigabitEthernet0/1/4,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/67/,,,,
True,,A,True,dcim.interface,0,0,2026-03-01T04:57:39.500807Z,,GigabitEthernet0/1/5,http://192.168.65.40:8000/dcim/interfaces/68/,,True,68,,,,2026-03-01T05:11:33.829509Z,dcim.interface,,False,False,,,GigabitEthernet0/1/5,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/68/,,,,
True,,A,True,dcim.interface,0,0,2026-03-01T04:57:39.591179Z,,GigabitEthernet0/1/6,http://192.168.65.40:8000/dcim/interfaces/69/,,True,69,,,,2026-03-01T05:11:34.135542Z,dcim.interface,,False,False,,,GigabitEthernet0/1/6,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/69/,,,,
False,,,,,0,0,2026-03-01T04:57:39.677574Z,,GigabitEthernet0/1/7,http://192.168.65.40:8000/dcim/interfaces/70/,,True,70,,,,2026-03-01T05:11:34.426288Z,,,False,False,,,GigabitEthernet0/1/7,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/70/,,,,
False,,,,,0,0,2026-03-01T04:57:39.763117Z,,GigabitEthernet0/1/8,http://192.168.65.40:8000/dcim/interfaces/71/,,True,71,,,,2026-03-01T05:11:35.177898Z,,,False,False,,,GigabitEthernet0/1/8,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/71/,,,,
False,,,,,0,0,2026-03-01T04:57:39.863668Z,,Wlan-GigabitEthernet0/1/8,http://192.168.65.40:8000/dcim/interfaces/72/,,True,72,,,,2026-03-01T05:11:35.456001Z,,,False,False,,,Wlan-GigabitEthernet0/1/8,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/72/,,,,
False,,,,,0,0,2026-03-01T04:57:39.955095Z,,Cellular0/2/0,http://192.168.65.40:8000/dcim/interfaces/73/,,True,73,,,,2026-03-01T05:11:35.774210Z,,,False,False,,,Cellular0/2/0,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/73/,,,,
False,,,,,0,0,2026-03-01T04:57:40.043260Z,,Po1,http://192.168.65.40:8000/dcim/interfaces/74/,,True,74,,,,2026-03-01T05:11:36.059955Z,,,False,False,,,Po1,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/74/,,,,
False,,,,,0,0,2026-03-01T05:11:36.162540Z,,GigabitEthernet1/0/1,http://192.168.65.40:8000/dcim/interfaces/1413/,,True,1413,,,,2026-03-01T05:11:36.162558Z,,,False,False,,,GigabitEthernet1/0/1,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/1413/,,,,
False,,,,,0,0,2026-03-01T05:11:36.250903Z,,GigabitEthernet1/0/2,http://192.168.65.40:8000/dcim/interfaces/1414/,,True,1414,,,,2026-03-01T05:11:36.250922Z,,,False,False,,,GigabitEthernet1/0/2,,,,,,,,,,,,,,http://192.168.65.40:8000/api/dcim/interfaces/1414/,,,,
