_occupied,cable,cable_end,color,created,description,display,display_url,id,label,last_updated,link_peers_type,mark_connected,module,name,owner,positions,url
False,,,,2026-03-01T05:17:22.951729Z,,Port 11,http://192.168.65.40:8000/dcim/front-ports/11/,11,,2026-03-01T05:17:22.951749Z,,False,,Port 11,,1,http://192.168.65.40:8000/api/dcim/front-ports/11/
False,,,,2026-03-01T05:17:23.013578Z,,Port 12,http://192.168.65.40:8000/dcim/front-ports/12/,12,,2026-03-01T05:17:23.013598Z,,False,,Port 12,,1,http://192.168.65.40:8000/api/dcim/front-ports/12/
False,,,,2026-03-01T05:17:23.074791Z,,Port 13,http://192.168.65.40:8000/dcim/front-ports/13/,13,,2026-03-01T05:17:23.074810Z,,False,,Port 13,,1,http://192.168.65.40:8000/api/dcim/front-ports/13/
False,,,,2026-03-01T05:17:23.136001Z,,Port 14,http://192.168.65.40:8000/dcim/front-ports/14/,14,,2026-03-01T05:17:23.136021Z,,False,,Port 14,,1,http://192.168.65.40:8000/api/dcim/front-ports/14/
False,,,,2026-03-01T05:17:23.191085Z,,Port 15,http://192.168.65.40:8000/dcim/front-ports/15/,15,,2026-03-01T05:17:23.191104Z,,False,,Port 15,,1,http://192.168.65.40:8000/api/dcim/front-ports/15/
False,,,,2026-03-01T05:17:23.252953Z,,Port 16,http://192.168.65.40:8000/dcim/front-ports/16/,16,,2026-03-01T05:17:23.252971Z,,False,,Port 16,,1,http://192.168.65.40:8000/api/dcim/front-ports/16/
False,,,,2026-03-01T05:17:23.305510Z,,Port 17,http://192.168.65.40:8000/dcim/front-ports/17/,17,,2026-03-01T05:17:23.305531Z,,False,,Port 17,,1,http://192.168.65.40:8000/api/dcim/front-ports/17/
False,,,,2026-03-01T05:17:23.364401Z,,Port 18,http://192.168.65.40:8000/dcim/front-ports/18/,18,,2026-03-01T05:17:23.364420Z,,False,,Port 18,,1,http://192.168.65.40:8000/api/dcim/front-ports/18/
False,,,,2026-03-01T05:17:23.421821Z,,Port 19,http://192.168.65.40:8000/dcim/front-ports/19/,19,,2026-03-01T05:17:23.421840Z,,False,,Port 19,,1,http://192.168.65.40:8000/api/dcim/front-ports/19/
False,,,,2026-03-01T05:17:23.483043Z,,Port 20,http://192.168.65.40:8000/dcim/front-ports/20/,20,,2026-03-01T05:17:23.483062Z,,False,,Port 20,,1,http://192.168.65.40:8000/api/dcim/front-ports/20/
False,,,,2026-03-01T05:17:23.538248Z,,Port 21,http://192.168.65.40:8000/dcim/front-ports/21/,21,,2026-03-01T05:17:23.538267Z,,False,,Port 21,,1,http://192.168.65.40:8000/api/dcim/front-ports/21/
False,,,,2026-03-01T05:17:23.593354Z,,Port 22,http://192.168.65.40:8000/dcim/front-ports/22/,22,,2026-03-01T05:17:23.593374Z,,False,,Port 22,,1,http://192.168.65.40:8000/api/dcim/front-ports/22/
False,,,,2026-03-01T05:17:23.651242Z,,Port 23,http://192.168.65.40:8000/dcim/front-ports/23/,23,,2026-03-01T05:17:23.651262Z,,False,,Port 23,,1,http://192.168.65.40:8000/api/dcim/front-ports/23/
False,,,,2026-03-01T05:17:23.710647Z,,Port 24,http://192.168.65.40:8000/dcim/front-ports/24/,24,,2026-03-01T05:17:23.710667Z,,False,,Port 24,,1,http://192.168.65.40:8000/api/dcim/front-ports/24/
False,,,,2026-03-01T05:17:23.763910Z,,Port 25,http://192.168.65.40:8000/dcim/front-ports/25/,25,,2026-03-01T05:17:23.763930Z,,False,,Port 25,,1,http://192.168.65.40:8000/api/dcim/front-ports/25/
False,,,,2026-03-01T05:17:23.834956Z,,Port 26,http://192.168.65.40:8000/dcim/front-ports/26/,26,,2026-03-01T05:17:23.834976Z,,False,,Port 26,,1,http://192.168.65.40:8000/api/dcim/front-ports/26/
False,,,,2026-03-01T05:17:23.905320Z,,Port 27,http://192.168.65.40:8000/dcim/front-ports/27/,27,,2026-03-01T05:17:23.905343Z,,False,,Port 27,,1,http://192.168.65.40:8000/api/dcim/front-ports/27/
False,,,,2026-03-01T05:17:23.966293Z,,Port 28,http://192.168.65.40:8000/dcim/front-ports/28/,28,,2026-03-01T05:17:23.966312Z,,False,,Port 28,,1,http://192.168.65.40:8000/api/dcim/front-ports/28/
False,,,,2026-03-01T05:17:24.022307Z,,Port 29,http://192.168.65.40:8000/dcim/front-ports/29/,29,,2026-03-01T05:17:24.022327Z,,False,,Port 29,,1,http://192.168.65.40:8000/api/dcim/front-ports/29/
False,,,,2026-03-01T05:17:24.081660Z,,Port 30,http://192.168.65.40:8000/dcim/front-ports/30/,30,,2026-03-01T05:17:24.081680Z,,False,,Port 30,,1,http://192.168.65.40:8000/api/dcim/front-ports/30/
False,,,,2026-03-01T05:17:24.138792Z,,Port 31,http://192.168.65.40:8000/dcim/front-ports/31/,31,,2026-03-01T05:17:24.138811Z,,False,,Port 31,,1,http://192.168.65.40:8000/api/dcim/front-ports/31/
False,,,,2026-03-01T05:17:24.199968Z,,Port 32,http://192.168.65.40:8000/dcim/front-ports/32/,32,,2026-03-01T05:17:24.199987Z,,False,,Port 32,,1,http://192.168.65.40:8000/api/dcim/front-ports/32/
False,,,,2026-03-01T05:17:24.254001Z,,Port 33,http://192.168.65.40:8000/dcim/front-ports/33/,33,,2026-03-01T05:17:24.254019Z,,False,,Port 33,,1,http://192.168.65.40:8000/api/dcim/front-ports/33/
False,,,,2026-03-01T05:17:24.311051Z,,Port 34,http://192.168.65.40:8000/dcim/front-ports/34/,34,,2026-03-01T05:17:24.311071Z,,False,,Port 34,,1,http://192.168.65.40:8000/api/dcim/front-ports/34/
False,,,,2026-03-01T05:17:24.367746Z,,Port 35,http://192.168.65.40:8000/dcim/front-ports/35/,35,,2026-03-01T05:17:24.367765Z,,False,,Port 35,,1,http://192.168.65.40:8000/api/dcim/front-ports/35/
False,,,,2026-03-01T05:17:24.422318Z,,Port 36,http://192.168.65.40:8000/dcim/front-ports/36/,36,,2026-03-01T05:17:24.422338Z,,False,,Port 36,,1,http://192.168.65.40:8000/api/dcim/front-ports/36/
False,,,,2026-03-01T05:17:24.476381Z,,Port 37,http://192.168.65.40:8000/dcim/front-ports/37/,37,,2026-03-01T05:17:24.476401Z,,False,,Port 37,,1,http://192.168.65.40:8000/api/dcim/front-ports/37/
False,,,,2026-03-01T05:17:24.531635Z,,Port 38,http://192.168.65.40:8000/dcim/front-ports/38/,38,,2026-03-01T05:17:24.531655Z,,False,,Port 38,,1,http://192.168.65.40:8000/api/dcim/front-ports/38/
False,,,,2026-03-01T05:17:24.588726Z,,Port 39,http://192.168.65.40:8000/dcim/front-ports/39/,39,,2026-03-01T05:17:24.588744Z,,False,,Port 39,,1,http://192.168.65.40:8000/api/dcim/front-ports/39/
False,,,,2026-03-01T05:17:24.646926Z,,Port 40,http://192.168.65.40:8000/dcim/front-ports/40/,40,,2026-03-01T05:17:24.646947Z,,False,,Port 40,,1,http://192.168.65.40:8000/api/dcim/front-ports/40/
False,,,,2026-03-01T05:17:24.700725Z,,Port 41,http://192.168.65.40:8000/dcim/front-ports/41/,41,,2026-03-01T05:17:24.700744Z,,False,,Port 41,,1,http://192.168.65.40:8000/api/dcim/front-ports/41/
False,,,,2026-03-01T05:17:24.898573Z,,Port 42,http://192.168.65.40:8000/dcim/front-ports/42/,42,,2026-03-01T05:17:24.898593Z,,False,,Port 42,,1,http://192.168.65.40:8000/api/dcim/front-ports/42/
False,,,,2026-03-01T05:17:25.085511Z,,Port 43,http://192.168.65.40:8000/dcim/front-ports/43/,43,,2026-03-01T05:17:25.085529Z,,False,,Port 43,,1,http://192.168.65.40:8000/api/dcim/front-ports/43/
False,,,,2026-03-01T05:17:25.260976Z,,Port 44,http://192.168.65.40:8000/dcim/front-ports/44/,44,,2026-03-01T05:17:25.260996Z,,False,,Port 44,,1,http://192.168.65.40:8000/api/dcim/front-ports/44/
False,,,,2026-03-01T05:17:25.508972Z,,Port 45,http://192.168.65.40:8000/dcim/front-ports/45/,45,,2026-03-01T05:17:25.508991Z,,False,,Port 45,,1,http://192.168.65.40:8000/api/dcim/front-ports/45/
False,,,,2026-03-01T05:17:25.840032Z,,Port 46,http://192.168.65.40:8000/dcim/front-ports/46/,46,,2026-03-01T05:17:25.840051Z,,False,,Port 46,,1,http://192.168.65.40:8000/api/dcim/front-ports/46/
False,,,,2026-03-01T05:17:25.906770Z,,Port 47,http://192.168.65.40:8000/dcim/front-ports/47/,47,,2026-03-01T05:17:25.906787Z,,False,,Port 47,,1,http://192.168.65.40:8000/api/dcim/front-ports/47/
False,,,,2026-03-01T05:17:25.967725Z,,Port 48,http://192.168.65.40:8000/dcim/front-ports/48/,48,,2026-03-01T05:17:25.967748Z,,False,,Port 48,,1,http://192.168.65.40:8000/api/dcim/front-ports/48/
False,,,,2026-03-01T05:17:26.031804Z,,Port 1,http://192.168.65.40:8000/dcim/front-ports/49/,49,,2026-03-01T05:17:26.031822Z,,False,,Port 1,,1,http://192.168.65.40:8000/api/dcim/front-ports/49/
False,,,,2026-03-01T05:17:26.092234Z,,Port 2,http://192.168.65.40:8000/dcim/front-ports/50/,50,,2026-03-01T05:17:26.092252Z,,False,,Port 2,,1,http://192.168.65.40:8000/api/dcim/front-ports/50/
False,,,,2026-03-01T05:17:26.152879Z,,Port 3,http://192.168.65.40:8000/dcim/front-ports/51/,51,,2026-03-01T05:17:26.152898Z,,False,,Port 3,,1,http://192.168.65.40:8000/api/dcim/front-ports/51/
False,,,,2026-03-01T05:17:26.209454Z,,Port 4,http://192.168.65.40:8000/dcim/front-ports/52/,52,,2026-03-01T05:17:26.209472Z,,False,,Port 4,,1,http://192.168.65.40:8000/api/dcim/front-ports/52/
False,,,,2026-03-01T05:17:26.263351Z,,Port 5,http://192.168.65.40:8000/dcim/front-ports/53/,53,,2026-03-01T05:17:26.263370Z,,False,,Port 5,,1,http://192.168.65.40:8000/api/dcim/front-ports/53/
False,,,,2026-03-01T05:17:26.319052Z,,Port 6,http://192.168.65.40:8000/dcim/front-ports/54/,54,,2026-03-01T05:17:26.319070Z,,False,,Port 6,,1,http://192.168.65.40:8000/api/dcim/front-ports/54/
False,,,,2026-03-01T05:17:26.375098Z,,Port 7,http://192.168.65.40:8000/dcim/front-ports/55/,55,,2026-03-01T05:17:26.375118Z,,False,,Port 7,,1,http://192.168.65.40:8000/api/dcim/front-ports/55/
False,,,,2026-03-01T05:17:26.432606Z,,Port 8,http://192.168.65.40:8000/dcim/front-ports/56/,56,,2026-03-01T05:17:26.432625Z,,False,,Port 8,,1,http://192.168.65.40:8000/api/dcim/front-ports/56/
False,,,,2026-03-01T05:17:26.488081Z,,Port 9,http://192.168.65.40:8000/dcim/front-ports/57/,57,,2026-03-01T05:17:26.488100Z,,False,,Port 9,,1,http://192.168.65.40:8000/api/dcim/front-ports/57/
False,,,,2026-03-01T05:17:26.545261Z,,Port 10,http://192.168.65.40:8000/dcim/front-ports/58/,58,,2026-03-01T05:17:26.545280Z,,False,,Port 10,,1,http://192.168.65.40:8000/api/dcim/front-ports/58/
False,,,,2026-03-01T05:17:26.604937Z,,Port 11,http://192.168.65.40:8000/dcim/front-ports/59/,59,,2026-03-01T05:17:26.604956Z,,False,,Port 11,,1,http://192.168.65.40:8000/api/dcim/front-ports/59/
False,,,,2026-03-01T05:17:26.663795Z,,Port 12,http://192.168.65.40:8000/dcim/front-ports/60/,60,,2026-03-01T05:17:26.663815Z,,False,,Port 12,,1,http://192.168.65.40:8000/api/dcim/front-ports/60/
False,,,,2026-03-01T05:17:26.721551Z,,Port 13,http://192.168.65.40:8000/dcim/front-ports/61/,61,,2026-03-01T05:17:26.721570Z,,False,,Port 13,,1,http://192.168.65.40:8000/api/dcim/front-ports/61/
False,,,,2026-03-01T05:17:26.778998Z,,Port 14,http://192.168.65.40:8000/dcim/front-ports/62/,62,,2026-03-01T05:17:26.779016Z,,False,,Port 14,,1,http://192.168.65.40:8000/api/dcim/front-ports/62/
False,,,,2026-03-01T05:17:26.837382Z,,Port 15,http://192.168.65.40:8000/dcim/front-ports/63/,63,,2026-03-01T05:17:26.837401Z,,False,,Port 15,,1,http://192.168.65.40:8000/api/dcim/front-ports/63/
False,,,,2026-03-01T05:17:26.891793Z,,Port 16,http://192.168.65.40:8000/dcim/front-ports/64/,64,,2026-03-01T05:17:26.891812Z,,False,,Port 16,,1,http://192.168.65.40:8000/api/dcim/front-ports/64/
False,,,,2026-03-01T05:17:26.949495Z,,Port 17,http://192.168.65.40:8000/dcim/front-ports/65/,65,,2026-03-01T05:17:26.949514Z,,False,,Port 17,,1,http://192.168.65.40:8000/api/dcim/front-ports/65/
False,,,,2026-03-01T05:17:27.014104Z,,Port 18,http://192.168.65.40:8000/dcim/front-ports/66/,66,,2026-03-01T05:17:27.014123Z,,False,,Port 18,,1,http://192.168.65.40:8000/api/dcim/front-ports/66/
False,,,,2026-03-01T05:17:27.081295Z,,Port 19,http://192.168.65.40:8000/dcim/front-ports/67/,67,,2026-03-01T05:17:27.081313Z,,False,,Port 19,,1,http://192.168.65.40:8000/api/dcim/front-ports/67/
False,,,,2026-03-01T05:17:27.139113Z,,Port 20,http://192.168.65.40:8000/dcim/front-ports/68/,68,,2026-03-01T05:17:27.139133Z,,False,,Port 20,,1,http://192.168.65.40:8000/api/dcim/front-ports/68/
False,,,,2026-03-01T05:17:27.194836Z,,Port 21,http://192.168.65.40:8000/dcim/front-ports/69/,69,,2026-03-01T05:17:27.194858Z,,False,,Port 21,,1,http://192.168.65.40:8000/api/dcim/front-ports/69/
False,,,,2026-03-01T05:17:27.248783Z,,Port 22,http://192.168.65.40:8000/dcim/front-ports/70/,70,,2026-03-01T05:17:27.248802Z,,False,,Port 22,,1,http://192.168.65.40:8000/api/dcim/front-ports/70/
False,,,,2026-03-01T05:17:27.302643Z,,Port 23,http://192.168.65.40:8000/dcim/front-ports/71/,71,,2026-03-01T05:17:27.302662Z,,False,,Port 23,,1,http://192.168.65.40:8000/api/dcim/front-ports/71/
False,,,,2026-03-01T05:17:27.356813Z,,Port 24,http://192.168.65.40:8000/dcim/front-ports/72/,72,,2026-03-01T05:17:27.356832Z,,False,,Port 24,,1,http://192.168.65.40:8000/api/dcim/front-ports/72/
False,,,,2026-03-01T05:17:27.411985Z,,Port 25,http://192.168.65.40:8000/dcim/front-ports/73/,73,,2026-03-01T05:17:27.412005Z,,False,,Port 25,,1,http://192.168.65.40:8000/api/dcim/front-ports/73/
False,,,,2026-03-01T05:17:27.477681Z,,Port 26,http://192.168.65.40:8000/dcim/front-ports/74/,74,,2026-03-01T05:17:27.477699Z,,False,,Port 26,,1,http://192.168.65.40:8000/api/dcim/front-ports/74/
False,,,,2026-03-01T05:17:27.532922Z,,Port 27,http://192.168.65.40:8000/dcim/front-ports/75/,75,,2026-03-01T05:17:27.532942Z,,False,,Port 27,,1,http://192.168.65.40:8000/api/dcim/front-ports/75/
False,,,,2026-03-01T05:17:27.589146Z,,Port 28,http://192.168.65.40:8000/dcim/front-ports/76/,76,,2026-03-01T05:17:27.589166Z,,False,,Port 28,,1,http://192.168.65.40:8000/api/dcim/front-ports/76/
False,,,,2026-03-01T05:17:27.644728Z,,Port 29,http://192.168.65.40:8000/dcim/front-ports/77/,77,,2026-03-01T05:17:27.644747Z,,False,,Port 29,,1,http://192.168.65.40:8000/api/dcim/front-ports/77/
False,,,,2026-03-01T05:17:27.699633Z,,Port 30,http://192.168.65.40:8000/dcim/front-ports/78/,78,,2026-03-01T05:17:27.699652Z,,False,,Port 30,,1,http://192.168.65.40:8000/api/dcim/front-ports/78/
False,,,,2026-03-01T05:17:27.756347Z,,Port 31,http://192.168.65.40:8000/dcim/front-ports/79/,79,,2026-03-01T05:17:27.756366Z,,False,,Port 31,,1,http://192.168.65.40:8000/api/dcim/front-ports/79/
False,,,,2026-03-01T05:17:27.815450Z,,Port 32,http://192.168.65.40:8000/dcim/front-ports/80/,80,,2026-03-01T05:17:27.815469Z,,False,,Port 32,,1,http://192.168.65.40:8000/api/dcim/front-ports/80/
False,,,,2026-03-01T05:17:27.871991Z,,Port 33,http://192.168.65.40:8000/dcim/front-ports/81/,81,,2026-03-01T05:17:27.872010Z,,False,,Port 33,,1,http://192.168.65.40:8000/api/dcim/front-ports/81/
False,,,,2026-03-01T05:17:27.928207Z,,Port 34,http://192.168.65.40:8000/dcim/front-ports/82/,82,,2026-03-01T05:17:27.928225Z,,False,,Port 34,,1,http://192.168.65.40:8000/api/dcim/front-ports/82/
False,,,,2026-03-01T05:17:27.987518Z,,Port 35,http://192.168.65.40:8000/dcim/front-ports/83/,83,,2026-03-01T05:17:27.987537Z,,False,,Port 35,,1,http://192.168.65.40:8000/api/dcim/front-ports/83/
False,,,,2026-03-01T05:17:28.041794Z,,Port 36,http://192.168.65.40:8000/dcim/front-ports/84/,84,,2026-03-01T05:17:28.041812Z,,False,,Port 36,,1,http://192.168.65.40:8000/api/dcim/front-ports/84/
False,,,,2026-03-01T05:17:28.116424Z,,Port 37,http://192.168.65.40:8000/dcim/front-ports/85/,85,,2026-03-01T05:17:28.116443Z,,False,,Port 37,,1,http://192.168.65.40:8000/api/dcim/front-ports/85/
False,,,,2026-03-01T05:17:28.175318Z,,Port 38,http://192.168.65.40:8000/dcim/front-ports/86/,86,,2026-03-01T05:17:28.175338Z,,False,,Port 38,,1,http://192.168.65.40:8000/api/dcim/front-ports/86/
False,,,,2026-03-01T05:17:28.234959Z,,Port 39,http://192.168.65.40:8000/dcim/front-ports/87/,87,,2026-03-01T05:17:28.234978Z,,False,,Port 39,,1,http://192.168.65.40:8000/api/dcim/front-ports/87/
False,,,,2026-03-01T05:17:28.297375Z,,Port 40,http://192.168.65.40:8000/dcim/front-ports/88/,88,,2026-03-01T05:17:28.297394Z,,False,,Port 40,,1,http://192.168.65.40:8000/api/dcim/front-ports/88/
False,,,,2026-03-01T05:17:28.358900Z,,Port 41,http://192.168.65.40:8000/dcim/front-ports/89/,89,,2026-03-01T05:17:28.358919Z,,False,,Port 41,,1,http://192.168.65.40:8000/api/dcim/front-ports/89/
False,,,,2026-03-01T05:17:28.413613Z,,Port 42,http://192.168.65.40:8000/dcim/front-ports/90/,90,,2026-03-01T05:17:28.413632Z,,False,,Port 42,,1,http://192.168.65.40:8000/api/dcim/front-ports/90/
False,,,,2026-03-01T05:17:28.471531Z,,Port 43,http://192.168.65.40:8000/dcim/front-ports/91/,91,,2026-03-01T05:17:28.471549Z,,False,,Port 43,,1,http://192.168.65.40:8000/api/dcim/front-ports/91/
False,,,,2026-03-01T05:17:28.528825Z,,Port 44,http://192.168.65.40:8000/dcim/front-ports/92/,92,,2026-03-01T05:17:28.528843Z,,False,,Port 44,,1,http://192.168.65.40:8000/api/dcim/front-ports/92/
False,,,,2026-03-01T05:17:28.590512Z,,Port 45,http://192.168.65.40:8000/dcim/front-ports/93/,93,,2026-03-01T05:17:28.590543Z,,False,,Port 45,,1,http://192.168.65.40:8000/api/dcim/front-ports/93/
False,,,,2026-03-01T05:17:28.663380Z,,Port 46,http://192.168.65.40:8000/dcim/front-ports/94/,94,,2026-03-01T05:17:28.663400Z,,False,,Port 46,,1,http://192.168.65.40:8000/api/dcim/front-ports/94/
False,,,,2026-03-01T05:17:28.719590Z,,Port 47,http://192.168.65.40:8000/dcim/front-ports/95/,95,,2026-03-01T05:17:28.719610Z,,False,,Port 47,,1,http://192.168.65.40:8000/api/dcim/front-ports/95/
False,,,,2026-03-01T05:17:28.774483Z,,Port 48,http://192.168.65.40:8000/dcim/front-ports/96/,96,,2026-03-01T05:17:28.774503Z,,False,,Port 48,,1,http://192.168.65.40:8000/api/dcim/front-ports/96/
False,,,,2026-03-01T05:17:28.835190Z,,Port 1,http://192.168.65.40:8000/dcim/front-ports/97/,97,,2026-03-01T05:17:28.835209Z,,False,,Port 1,,1,http://192.168.65.40:8000/api/dcim/front-ports/97/
False,,,,2026-03-01T05:17:28.890102Z,,Port 2,http://192.168.65.40:8000/dcim/front-ports/98/,98,,2026-03-01T05:17:28.890123Z,,False,,Port 2,,1,http://192.168.65.40:8000/api/dcim/front-ports/98/
False,,,,2026-03-01T05:17:28.946490Z,,Port 3,http://192.168.65.40:8000/dcim/front-ports/99/,99,,2026-03-01T05:17:28.946512Z,,False,,Port 3,,1,http://192.168.65.40:8000/api/dcim/front-ports/99/
False,,,,2026-03-01T05:17:29.017755Z,,Port 4,http://192.168.65.40:8000/dcim/front-ports/100/,100,,2026-03-01T05:17:29.017777Z,,False,,Port 4,,1,http://192.168.65.40:8000/api/dcim/front-ports/100/
False,,,,2026-03-01T05:17:29.080005Z,,Port 5,http://192.168.65.40:8000/dcim/front-ports/101/,101,,2026-03-01T05:17:29.080024Z,,False,,Port 5,,1,http://192.168.65.40:8000/api/dcim/front-ports/101/
False,,,,2026-03-01T05:17:29.152601Z,,Port 6,http://192.168.65.40:8000/dcim/front-ports/102/,102,,2026-03-01T05:17:29.152622Z,,False,,Port 6,,1,http://192.168.65.40:8000/api/dcim/front-ports/102/
False,,,,2026-03-01T05:17:29.220134Z,,Port 7,http://192.168.65.40:8000/dcim/front-ports/103/,103,,2026-03-01T05:17:29.220153Z,,False,,Port 7,,1,http://192.168.65.40:8000/api/dcim/front-ports/103/
False,,,,2026-03-01T05:17:29.276233Z,,Port 8,http://192.168.65.40:8000/dcim/front-ports/104/,104,,2026-03-01T05:17:29.276253Z,,False,,Port 8,,1,http://192.168.65.40:8000/api/dcim/front-ports/104/
False,,,,2026-03-01T05:17:29.331174Z,,Port 9,http://192.168.65.40:8000/dcim/front-ports/105/,105,,2026-03-01T05:17:29.331192Z,,False,,Port 9,,1,http://192.168.65.40:8000/api/dcim/front-ports/105/
False,,,,2026-03-01T05:17:29.386075Z,,Port 10,http://192.168.65.40:8000/dcim/front-ports/106/,106,,2026-03-01T05:17:29.386094Z,,False,,Port 10,,1,http://192.168.65.40:8000/api/dcim/front-ports/106/
False,,,,2026-03-01T05:17:29.444977Z,,Port 11,http://192.168.65.40:8000/dcim/front-ports/107/,107,,2026-03-01T05:17:29.444997Z,,False,,Port 11,,1,http://192.168.65.40:8000/api/dcim/front-ports/107/
False,,,,2026-03-01T05:17:29.501030Z,,Port 12,http://192.168.65.40:8000/dcim/front-ports/108/,108,,2026-03-01T05:17:29.501049Z,,False,,Port 12,,1,http://192.168.65.40:8000/api/dcim/front-ports/108/
False,,,,2026-03-01T05:17:29.555560Z,,Port 13,http://192.168.65.40:8000/dcim/front-ports/109/,109,,2026-03-01T05:17:29.555580Z,,False,,Port 13,,1,http://192.168.65.40:8000/api/dcim/front-ports/109/
False,,,,2026-03-01T05:17:29.613669Z,,Port 14,http://192.168.65.40:8000/dcim/front-ports/110/,110,,2026-03-01T05:17:29.613689Z,,False,,Port 14,,1,http://192.168.65.40:8000/api/dcim/front-ports/110/
False,,,,2026-03-01T05:17:29.670877Z,,Port 15,http://192.168.65.40:8000/dcim/front-ports/111/,111,,2026-03-01T05:17:29.670897Z,,False,,Port 15,,1,http://192.168.65.40:8000/api/dcim/front-ports/111/
False,,,,2026-03-01T05:17:29.748521Z,,Port 16,http://192.168.65.40:8000/dcim/front-ports/112/,112,,2026-03-01T05:17:29.748540Z,,False,,Port 16,,1,http://192.168.65.40:8000/api/dcim/front-ports/112/
False,,,,2026-03-01T05:17:29.803723Z,,Port 17,http://192.168.65.40:8000/dcim/front-ports/113/,113,,2026-03-01T05:17:29.803742Z,,False,,Port 17,,1,http://192.168.65.40:8000/api/dcim/front-ports/113/
False,,,,2026-03-01T05:17:29.857664Z,,Port 18,http://192.168.65.40:8000/dcim/front-ports/114/,114,,2026-03-01T05:17:29.857684Z,,False,,Port 18,,1,http://192.168.65.40:8000/api/dcim/front-ports/114/
False,,,,2026-03-01T05:17:29.912424Z,,Port 19,http://192.168.65.40:8000/dcim/front-ports/115/,115,,2026-03-01T05:17:29.912443Z,,False,,Port 19,,1,http://192.168.65.40:8000/api/dcim/front-ports/115/
False,,,,2026-03-01T05:17:29.967395Z,,Port 20,http://192.168.65.40:8000/dcim/front-ports/116/,116,,2026-03-01T05:17:29.967415Z,,False,,Port 20,,1,http://192.168.65.40:8000/api/dcim/front-ports/116/
False,,,,2026-03-01T05:17:30.025334Z,,Port 21,http://192.168.65.40:8000/dcim/front-ports/117/,117,,2026-03-01T05:17:30.025354Z,,False,,Port 21,,1,http://192.168.65.40:8000/api/dcim/front-ports/117/
False,,,,2026-03-01T05:17:30.089113Z,,Port 22,http://192.168.65.40:8000/dcim/front-ports/118/,118,,2026-03-01T05:17:30.089131Z,,False,,Port 22,,1,http://192.168.65.40:8000/api/dcim/front-ports/118/
False,,,,2026-03-01T05:17:30.151623Z,,Port 23,http://192.168.65.40:8000/dcim/front-ports/119/,119,,2026-03-01T05:17:30.151653Z,,False,,Port 23,,1,http://192.168.65.40:8000/api/dcim/front-ports/119/
False,,,,2026-03-01T05:17:30.227895Z,,Port 24,http://192.168.65.40:8000/dcim/front-ports/120/,120,,2026-03-01T05:17:30.227916Z,,False,,Port 24,,1,http://192.168.65.40:8000/api/dcim/front-ports/120/
False,,,,2026-03-01T05:17:30.287882Z,,Port 25,http://192.168.65.40:8000/dcim/front-ports/121/,121,,2026-03-01T05:17:30.287901Z,,False,,Port 25,,1,http://192.168.65.40:8000/api/dcim/front-ports/121/
