_occupied,cable,cable_end,color,created,custom_fields,description,device,display,display_url,id,label,last_updated,link_peers,link_peers_type,mark_connected,module,name,owner,positions,rear_ports,tags,type,url
False,,,,2026-03-01T05:17:22.951729Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 11,http://192.168.65.40:8000/dcim/front-ports/11/,11,,2026-03-01T05:17:22.951749Z,[],,False,,Port 11,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 11}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/11/
False,,,,2026-03-01T05:17:23.013578Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 12,http://192.168.65.40:8000/dcim/front-ports/12/,12,,2026-03-01T05:17:23.013598Z,[],,False,,Port 12,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 12}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/12/
False,,,,2026-03-01T05:17:23.074791Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 13,http://192.168.65.40:8000/dcim/front-ports/13/,13,,2026-03-01T05:17:23.074810Z,[],,False,,Port 13,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 13}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/13/
False,,,,2026-03-01T05:17:23.136001Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 14,http://192.168.65.40:8000/dcim/front-ports/14/,14,,2026-03-01T05:17:23.136021Z,[],,False,,Port 14,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 14}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/14/
False,,,,2026-03-01T05:17:23.191085Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 15,http://192.168.65.40:8000/dcim/front-ports/15/,15,,2026-03-01T05:17:23.191104Z,[],,False,,Port 15,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 15}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/15/
False,,,,2026-03-01T05:17:23.252953Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 16,http://192.168.65.40:8000/dcim/front-ports/16/,16,,2026-03-01T05:17:23.252971Z,[],,False,,Port 16,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 16}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/16/
False,,,,2026-03-01T05:17:23.305510Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 17,http://192.168.65.40:8000/dcim/front-ports/17/,17,,2026-03-01T05:17:23.305531Z,[],,False,,Port 17,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 17}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/17/
False,,,,2026-03-01T05:17:23.364401Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 18,http://192.168.65.40:8000/dcim/front-ports/18/,18,,2026-03-01T05:17:23.364420Z,[],,False,,Port 18,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 18}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/18/
False,,,,2026-03-01T05:17:23.421821Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 19,http://192.168.65.40:8000/dcim/front-ports/19/,19,,2026-03-01T05:17:23.421840Z,[],,False,,Port 19,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 19}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/19/
False,,,,2026-03-01T05:17:23.483043Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 20,http://192.168.65.40:8000/dcim/front-ports/20/,20,,2026-03-01T05:17:23.483062Z,[],,False,,Port 20,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 20}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/20/
False,,,,2026-03-01T05:17:23.538248Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 21,http://192.168.65.40:8000/dcim/front-ports/21/,21,,2026-03-01T05:17:23.538267Z,[],,False,,Port 21,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 21}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/21/
False,,,,2026-03-01T05:17:23.593354Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 22,http://192.168.65.40:8000/dcim/front-ports/22/,22,,2026-03-01T05:17:23.593374Z,[],,False,,Port 22,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 22}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/22/
False,,,,2026-03-01T05:17:23.651242Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 23,http://192.168.65.40:8000/dcim/front-ports/23/,23,,2026-03-01T05:17:23.651262Z,[],,False,,Port 23,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 23}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/23/
False,,,,2026-03-01T05:17:23.710647Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 24,http://192.168.65.40:8000/dcim/front-ports/24/,24,,2026-03-01T05:17:23.710667Z,[],,False,,Port 24,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 24}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/24/
False,,,,2026-03-01T05:17:23.763910Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 25,http://192.168.65.40:8000/dcim/front-ports/25/,25,,2026-03-01T05:17:23.763930Z,[],,False,,Port 25,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 25}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/25/
False,,,,2026-03-01T05:17:23.834956Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 26,http://192.168.65.40:8000/dcim/front-ports/26/,26,,2026-03-01T05:17:23.834976Z,[],,False,,Port 26,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 26}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/26/
False,,,,2026-03-01T05:17:23.905320Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 27,http://192.168.65.40:8000/dcim/front-ports/27/,27,,2026-03-01T05:17:23.905343Z,[],,False,,Port 27,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 27}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/27/
False,,,,2026-03-01T05:17:23.966293Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 28,http://192.168.65.40:8000/dcim/front-ports/28/,28,,2026-03-01T05:17:23.966312Z,[],,False,,Port 28,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 28}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/28/
False,,,,2026-03-01T05:17:24.022307Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 29,http://192.168.65.40:8000/dcim/front-ports/29/,29,,2026-03-01T05:17:24.022327Z,[],,False,,Port 29,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 29}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/29/
False,,,,2026-03-01T05:17:24.081660Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 30,http://192.168.65.40:8000/dcim/front-ports/30/,30,,2026-03-01T05:17:24.081680Z,[],,False,,Port 30,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 30}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/30/
False,,,,2026-03-01T05:17:24.138792Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 31,http://192.168.65.40:8000/dcim/front-ports/31/,31,,2026-03-01T05:17:24.138811Z,[],,False,,Port 31,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 31}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/31/
False,,,,2026-03-01T05:17:24.199968Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 32,http://192.168.65.40:8000/dcim/front-ports/32/,32,,2026-03-01T05:17:24.199987Z,[],,False,,Port 32,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 32}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/32/
False,,,,2026-03-01T05:17:24.254001Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 33,http://192.168.65.40:8000/dcim/front-ports/33/,33,,2026-03-01T05:17:24.254019Z,[],,False,,Port 33,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 33}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/33/
False,,,,2026-03-01T05:17:24.311051Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 34,http://192.168.65.40:8000/dcim/front-ports/34/,34,,2026-03-01T05:17:24.311071Z,[],,False,,Port 34,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 34}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/34/
False,,,,2026-03-01T05:17:24.367746Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 35,http://192.168.65.40:8000/dcim/front-ports/35/,35,,2026-03-01T05:17:24.367765Z,[],,False,,Port 35,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 35}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/35/
False,,,,2026-03-01T05:17:24.422318Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 36,http://192.168.65.40:8000/dcim/front-ports/36/,36,,2026-03-01T05:17:24.422338Z,[],,False,,Port 36,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 36}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/36/
False,,,,2026-03-01T05:17:24.476381Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 37,http://192.168.65.40:8000/dcim/front-ports/37/,37,,2026-03-01T05:17:24.476401Z,[],,False,,Port 37,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 37}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/37/
False,,,,2026-03-01T05:17:24.531635Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 38,http://192.168.65.40:8000/dcim/front-ports/38/,38,,2026-03-01T05:17:24.531655Z,[],,False,,Port 38,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 38}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/38/
False,,,,2026-03-01T05:17:24.588726Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 39,http://192.168.65.40:8000/dcim/front-ports/39/,39,,2026-03-01T05:17:24.588744Z,[],,False,,Port 39,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 39}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/39/
False,,,,2026-03-01T05:17:24.646926Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 40,http://192.168.65.40:8000/dcim/front-ports/40/,40,,2026-03-01T05:17:24.646947Z,[],,False,,Port 40,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 40}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/40/
False,,,,2026-03-01T05:17:24.700725Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 41,http://192.168.65.40:8000/dcim/front-ports/41/,41,,2026-03-01T05:17:24.700744Z,[],,False,,Port 41,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 41}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/41/
False,,,,2026-03-01T05:17:24.898573Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 42,http://192.168.65.40:8000/dcim/front-ports/42/,42,,2026-03-01T05:17:24.898593Z,[],,False,,Port 42,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 42}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/42/
False,,,,2026-03-01T05:17:25.085511Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 43,http://192.168.65.40:8000/dcim/front-ports/43/,43,,2026-03-01T05:17:25.085529Z,[],,False,,Port 43,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 43}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/43/
False,,,,2026-03-01T05:17:25.260976Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 44,http://192.168.65.40:8000/dcim/front-ports/44/,44,,2026-03-01T05:17:25.260996Z,[],,False,,Port 44,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 44}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/44/
False,,,,2026-03-01T05:17:25.508972Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 45,http://192.168.65.40:8000/dcim/front-ports/45/,45,,2026-03-01T05:17:25.508991Z,[],,False,,Port 45,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 45}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/45/
False,,,,2026-03-01T05:17:25.840032Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 46,http://192.168.65.40:8000/dcim/front-ports/46/,46,,2026-03-01T05:17:25.840051Z,[],,False,,Port 46,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 46}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/46/
False,,,,2026-03-01T05:17:25.906770Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 47,http://192.168.65.40:8000/dcim/front-ports/47/,47,,2026-03-01T05:17:25.906787Z,[],,False,,Port 47,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 47}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/47/
False,,,,2026-03-01T05:17:25.967725Z,{},,"{""description"": """", ""display"": ""PP:B117"", ""id"": 45, ""name"": ""PP:B117"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/45/""}",Port 48,http://192.168.65.40:8000/dcim/front-ports/48/,48,,2026-03-01T05:17:25.967748Z,[],,False,,Port 48,,1,"[{""position"": 1, ""rear_port"": 1, ""rear_port_position"": 48}]",[],"{""label"": ""SC"", ""value"": ""sc""}",http://192.168.65.40:8000/api/dcim/front-ports/48/
