airflow,asset_tag,cluster,comments,config_context,config_template,console_port_count,console_server_port_count,created,custom_fields,description,device_bay_count,device_type,display,display_url,face,front_port_count,id,interface_count,inventory_item_count,last_updated,latitude,local_context_data,location,longitude,module_bay_count,name,oob_ip,owner,parent_device,platform,position,power_outlet_count,power_port_count,primary_ip,primary_ip4,primary_ip6,rack,rear_port_count,role,serial,site,status,tags,tenant,url,vc_position,vc_priority,virtual_chassis
,,,,{},,2,0,2026-03-01T04:57:12.420706Z,{},,0,"{""description"": """", ""device_count"": 13, ""display"": ""ISR 1111-8P"", ""id"": 3, ""manufacturer"": {""description"": """", ""display"": ""Cisco"", ""id"": 4, ""name"": ""Cisco"", ""slug"": ""cisco"", ""url"": ""http://192.168.65.40:8000/api/dcim/manufacturers/4/""}, ""model"": ""ISR 1111-8P"", ""slug"": ""isr1111"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-types/3/""}",dmi01-buffalo-rtr01,http://192.168.65.40:8000/dcim/devices/11/,"{""label"": ""Front"", ""value"": ""front""}",0,11,14,0,2026-03-01T05:10:45.612582Z,,,,,0,dmi01-buffalo-rtr01,,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Cisco IOS"", ""id"": 1, ""name"": ""Cisco IOS"", ""slug"": ""cisco-ios"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/1/"", ""virtualmachine_count"": 0}",4.0,0,1,,,,"{""description"": """", ""display"": ""Comms closet"", ""id"": 6, ""name"": ""Comms closet"", ""url"": ""http://192.168.65.40:8000/api/dcim/racks/6/""}",0,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Router"", ""id"": 1, ""name"": ""Router"", ""slug"": ""router"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/1/"", ""virtualmachine_count"": 0}",,"{""description"": """", ""display"": ""DM-Buffalo"", ""id"": 6, ""name"": ""DM-Buffalo"", ""slug"": ""dm-buffalo"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/6/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/dcim/devices/11/,,,
,,,,{},,0,0,2026-03-01T04:57:12.624866Z,{},,0,"{""description"": """", ""device_count"": 13, ""display"": ""C9200-48P"", ""id"": 2, ""manufacturer"": {""description"": """", ""display"": ""Cisco"", ""id"": 4, ""name"": ""Cisco"", ""slug"": ""cisco"", ""url"": ""http://192.168.65.40:8000/api/dcim/manufacturers/4/""}, ""model"": ""C9200-48P"", ""slug"": ""c9200-48p"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-types/2/""}",dmi01-buffalo-sw01,http://192.168.65.40:8000/dcim/devices/12/,"{""label"": ""Front"", ""value"": ""front""}",0,12,52,0,2026-03-01T05:10:45.920773Z,,,,,0,dmi01-buffalo-sw01,,,,,10.0,0,1,,,,"{""description"": """", ""display"": ""Comms closet"", ""id"": 6, ""name"": ""Comms closet"", ""url"": ""http://192.168.65.40:8000/api/dcim/racks/6/""}",0,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Access Switch"", ""id"": 4, ""name"": ""Access Switch"", ""slug"": ""access-switch"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/4/"", ""virtualmachine_count"": 0}",,"{""description"": """", ""display"": ""DM-Buffalo"", ""id"": 6, ""name"": ""DM-Buffalo"", ""slug"": ""dm-buffalo"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/6/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/dcim/devices/12/,,,
,,,,{},,0,0,2026-03-01T04:57:12.829395Z,{},,0,"{""description"": """", ""device_count"": 13, ""display"": ""AP7901"", ""id"": 1, ""manufacturer"": {""description"": """", ""display"": ""APC"", ""id"": 1, ""name"": ""APC"", ""slug"": ""apc"", ""url"": ""http://192.168.65.40:8000/api/dcim/manufacturers/1/""}, ""model"": ""AP7901"", ""slug"": ""ap7901"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-types/1/""}",dmi01-camden-pdu01,http://192.168.65.40:8000/dcim/devices/13/,"{""label"": ""Front"", ""value"": ""front""}",0,13,0,0,2026-03-01T05:10:46.748855Z,,,,,0,dmi01-camden-pdu01,,,,,1.0,8,1,,,,"{""description"": """", ""display"": ""Comms closet"", ""id"": 7, ""name"": ""Comms closet"", ""url"": ""http://192.168.65.40:8000/api/dcim/racks/7/""}",0,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""PDU"", ""id"": 5, ""name"": ""PDU"", ""slug"": ""pdu"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/5/"", ""virtualmachine_count"": 0}",,"{""description"": """", ""display"": ""DM-Camden"", ""id"": 7, ""name"": ""DM-Camden"", ""slug"": ""dm-camden"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/7/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/dcim/devices/13/,,,
,,,,{},,2,0,2026-03-01T04:57:13.036997Z,{},,0,"{""description"": """", ""device_count"": 13, ""display"": ""ISR 1111-8P"", ""id"": 3, ""manufacturer"": {""description"": """", ""display"": ""Cisco"", ""id"": 4, ""name"": ""Cisco"", ""slug"": ""cisco"", ""url"": ""http://192.168.65.40:8000/api/dcim/manufacturers/4/""}, ""model"": ""ISR 1111-8P"", ""slug"": ""isr1111"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-types/3/""}",dmi01-camden-rtr01,http://192.168.65.40:8000/dcim/devices/14/,"{""label"": ""Front"", ""value"": ""front""}",0,14,14,0,2026-03-01T05:10:47.019136Z,,,,,0,dmi01-camden-rtr01,,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Cisco IOS"", ""id"": 1, ""name"": ""Cisco IOS"", ""slug"": ""cisco-ios"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/1/"", ""virtualmachine_count"": 0}",4.0,0,1,,,,"{""description"": """", ""display"": ""Comms closet"", ""id"": 7, ""name"": ""Comms closet"", ""url"": ""http://192.168.65.40:8000/api/dcim/racks/7/""}",0,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Router"", ""id"": 1, ""name"": ""Router"", ""slug"": ""router"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/1/"", ""virtualmachine_count"": 0}",,"{""description"": """", ""display"": ""DM-Camden"", ""id"": 7, ""name"": ""DM-Camden"", ""slug"": ""dm-camden"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/7/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/dcim/devices/14/,,,
,,,,{},,0,0,2026-03-01T04:57:13.237977Z,{},,0,"{""description"": """", ""device_count"": 13, ""display"": ""C9200-48P"", ""id"": 2, ""manufacturer"": {""description"": """", ""display"": ""Cisco"", ""id"": 4, ""name"": ""Cisco"", ""slug"": ""cisco"", ""url"": ""http://192.168.65.40:8000/api/dcim/manufacturers/4/""}, ""model"": ""C9200-48P"", ""slug"": ""c9200-48p"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-types/2/""}",dmi01-camden-sw01,http://192.168.65.40:8000/dcim/devices/15/,"{""label"": ""Front"", ""value"": ""front""}",0,15,52,0,2026-03-01T05:10:47.348659Z,,,,,0,dmi01-camden-sw01,,,,,10.0,0,1,,,,"{""description"": """", ""display"": ""Comms closet"", ""id"": 7, ""name"": ""Comms closet"", ""url"": ""http://192.168.65.40:8000/api/dcim/racks/7/""}",0,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Access Switch"", ""id"": 4, ""name"": ""Access Switch"", ""slug"": ""access-switch"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/4/"", ""virtualmachine_count"": 0}",,"{""description"": """", ""display"": ""DM-Camden"", ""id"": 7, ""name"": ""DM-Camden"", ""slug"": ""dm-camden"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/7/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/dcim/devices/15/,,,
,,,,{},,0,0,2026-03-01T04:57:13.450460Z,{},,0,"{""description"": """", ""device_count"": 13, ""display"": ""AP7901"", ""id"": 1, ""manufacturer"": {""description"": """", ""display"": ""APC"", ""id"": 1, ""name"": ""APC"", ""slug"": ""apc"", ""url"": ""http://192.168.65.40:8000/api/dcim/manufacturers/1/""}, ""model"": ""AP7901"", ""slug"": ""ap7901"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-types/1/""}",dmi01-nashua-pdu01,http://192.168.65.40:8000/dcim/devices/16/,"{""label"": ""Front"", ""value"": ""front""}",0,16,0,0,2026-03-01T05:10:47.654854Z,,,,,0,dmi01-nashua-pdu01,,,,,1.0,8,1,,,,"{""description"": """", ""display"": ""Comms closet"", ""id"": 8, ""name"": ""Comms closet"", ""url"": ""http://192.168.65.40:8000/api/dcim/racks/8/""}",0,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""PDU"", ""id"": 5, ""name"": ""PDU"", ""slug"": ""pdu"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/5/"", ""virtualmachine_count"": 0}",,"{""description"": """", ""display"": ""DM-Nashua"", ""id"": 8, ""name"": ""DM-Nashua"", ""slug"": ""dm-nashua"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/8/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/dcim/devices/16/,,,
,,,,{},,2,0,2026-03-01T04:57:13.654100Z,{},,0,"{""description"": """", ""device_count"": 13, ""display"": ""ISR 1111-8P"", ""id"": 3, ""manufacturer"": {""description"": """", ""display"": ""Cisco"", ""id"": 4, ""name"": ""Cisco"", ""slug"": ""cisco"", ""url"": ""http://192.168.65.40:8000/api/dcim/manufacturers/4/""}, ""model"": ""ISR 1111-8P"", ""slug"": ""isr1111"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-types/3/""}",dmi01-nashua-rtr01,http://192.168.65.40:8000/dcim/devices/17/,"{""label"": ""Front"", ""value"": ""front""}",0,17,14,0,2026-03-01T05:10:47.967827Z,,,,,0,dmi01-nashua-rtr01,,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Cisco IOS"", ""id"": 1, ""name"": ""Cisco IOS"", ""slug"": ""cisco-ios"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/1/"", ""virtualmachine_count"": 0}",4.0,0,1,,,,"{""description"": """", ""display"": ""Comms closet"", ""id"": 8, ""name"": ""Comms closet"", ""url"": ""http://192.168.65.40:8000/api/dcim/racks/8/""}",0,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Router"", ""id"": 1, ""name"": ""Router"", ""slug"": ""router"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/1/"", ""virtualmachine_count"": 0}",,"{""description"": """", ""display"": ""DM-Nashua"", ""id"": 8, ""name"": ""DM-Nashua"", ""slug"": ""dm-nashua"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/8/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/dcim/devices/17/,,,
,,,,{},,0,0,2026-03-01T04:57:13.853954Z,{},,0,"{""description"": """", ""device_count"": 13, ""display"": ""C9200-48P"", ""id"": 2, ""manufacturer"": {""description"": """", ""display"": ""Cisco"", ""id"": 4, ""name"": ""Cisco"", ""slug"": ""cisco"", ""url"": ""http://192.168.65.40:8000/api/dcim/manufacturers/4/""}, ""model"": ""C9200-48P"", ""slug"": ""c9200-48p"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-types/2/""}",dmi01-nashua-sw01,http://192.168.65.40:8000/dcim/devices/18/,"{""label"": ""Front"", ""value"": ""front""}",0,18,52,0,2026-03-01T05:10:48.285054Z,,,,,0,dmi01-nashua-sw01,,,,,10.0,0,1,,,,"{""description"": """", ""display"": ""Comms closet"", ""id"": 8, ""name"": ""Comms closet"", ""url"": ""http://192.168.65.40:8000/api/dcim/racks/8/""}",0,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Access Switch"", ""id"": 4, ""name"": ""Access Switch"", ""slug"": ""access-switch"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/4/"", ""virtualmachine_count"": 0}",,"{""description"": """", ""display"": ""DM-Nashua"", ""id"": 8, ""name"": ""DM-Nashua"", ""slug"": ""dm-nashua"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/8/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/dcim/devices/18/,,,
,,,,{},,0,0,2026-03-01T04:57:14.059927Z,{},,0,"{""description"": """", ""device_count"": 13, ""display"": ""AP7901"", ""id"": 1, ""manufacturer"": {""description"": """", ""display"": ""APC"", ""id"": 1, ""name"": ""APC"", ""slug"": ""apc"", ""url"": ""http://192.168.65.40:8000/api/dcim/manufacturers/1/""}, ""model"": ""AP7901"", ""slug"": ""ap7901"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-types/1/""}",dmi01-pittsfield-pdu01,http://192.168.65.40:8000/dcim/devices/19/,"{""label"": ""Front"", ""value"": ""front""}",0,19,0,0,2026-03-01T05:10:48.575006Z,,,,,0,dmi01-pittsfield-pdu01,,,,,1.0,8,1,,,,"{""description"": """", ""display"": ""Comms closet"", ""id"": 9, ""name"": ""Comms closet"", ""url"": ""http://192.168.65.40:8000/api/dcim/racks/9/""}",0,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""PDU"", ""id"": 5, ""name"": ""PDU"", ""slug"": ""pdu"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/5/"", ""virtualmachine_count"": 0}",,"{""description"": """", ""display"": ""DM-Pittsfield"", ""id"": 10, ""name"": ""DM-Pittsfield"", ""slug"": ""dm-pittsfield"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/10/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/dcim/devices/19/,,,
,,,,{},,2,0,2026-03-01T04:57:14.266773Z,{},,0,"{""description"": """", ""device_count"": 13, ""display"": ""ISR 1111-8P"", ""id"": 3, ""manufacturer"": {""description"": """", ""display"": ""Cisco"", ""id"": 4, ""name"": ""Cisco"", ""slug"": ""cisco"", ""url"": ""http://192.168.65.40:8000/api/dcim/manufacturers/4/""}, ""model"": ""ISR 1111-8P"", ""slug"": ""isr1111"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-types/3/""}",dmi01-pittsfield-rtr01,http://192.168.65.40:8000/dcim/devices/20/,"{""label"": ""Front"", ""value"": ""front""}",0,20,14,0,2026-03-01T05:10:48.887990Z,,,,,0,dmi01-pittsfield-rtr01,,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Cisco IOS"", ""id"": 1, ""name"": ""Cisco IOS"", ""slug"": ""cisco-ios"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/1/"", ""virtualmachine_count"": 0}",4.0,0,1,,,,"{""description"": """", ""display"": ""Comms closet"", ""id"": 9, ""name"": ""Comms closet"", ""url"": ""http://192.168.65.40:8000/api/dcim/racks/9/""}",0,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Router"", ""id"": 1, ""name"": ""Router"", ""slug"": ""router"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/1/"", ""virtualmachine_count"": 0}",,"{""description"": """", ""display"": ""DM-Pittsfield"", ""id"": 10, ""name"": ""DM-Pittsfield"", ""slug"": ""dm-pittsfield"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/10/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/dcim/devices/20/,,,
,,,,{},,0,0,2026-03-01T04:57:14.480492Z,{},,0,"{""description"": """", ""device_count"": 13, ""display"": ""C9200-48P"", ""id"": 2, ""manufacturer"": {""description"": """", ""display"": ""Cisco"", ""id"": 4, ""name"": ""Cisco"", ""slug"": ""cisco"", ""url"": ""http://192.168.65.40:8000/api/dcim/manufacturers/4/""}, ""model"": ""C9200-48P"", ""slug"": ""c9200-48p"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-types/2/""}",dmi01-pittsfield-sw01,http://192.168.65.40:8000/dcim/devices/21/,"{""label"": ""Front"", ""value"": ""front""}",0,21,52,0,2026-03-01T05:10:49.210040Z,,,,,0,dmi01-pittsfield-sw01,,,,,10.0,0,1,,,,"{""description"": """", ""display"": ""Comms closet"", ""id"": 9, ""name"": ""Comms closet"", ""url"": ""http://192.168.65.40:8000/api/dcim/racks/9/""}",0,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Access Switch"", ""id"": 4, ""name"": ""Access Switch"", ""slug"": ""access-switch"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/4/"", ""virtualmachine_count"": 0}",,"{""description"": """", ""display"": ""DM-Pittsfield"", ""id"": 10, ""name"": ""DM-Pittsfield"", ""slug"": ""dm-pittsfield"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/10/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/dcim/devices/21/,,,
,,,,{},,0,0,2026-03-01T04:57:14.673148Z,{},,0,"{""description"": """", ""device_count"": 13, ""display"": ""AP7901"", ""id"": 1, ""manufacturer"": {""description"": """", ""display"": ""APC"", ""id"": 1, ""name"": ""APC"", ""slug"": ""apc"", ""url"": ""http://192.168.65.40:8000/api/dcim/manufacturers/1/""}, ""model"": ""AP7901"", ""slug"": ""ap7901"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-types/1/""}",dmi01-rochester-pdu01,http://192.168.65.40:8000/dcim/devices/22/,"{""label"": ""Front"", ""value"": ""front""}",0,22,0,0,2026-03-01T05:10:49.493559Z,,,,,0,dmi01-rochester-pdu01,,,,,1.0,8,1,,,,"{""description"": """", ""display"": ""Comms closet"", ""id"": 10, ""name"": ""Comms closet"", ""url"": ""http://192.168.65.40:8000/api/dcim/racks/10/""}",0,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""PDU"", ""id"": 5, ""name"": ""PDU"", ""slug"": ""pdu"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/5/"", ""virtualmachine_count"": 0}",,"{""description"": """", ""display"": ""DM-Rochester"", ""id"": 11, ""name"": ""DM-Rochester"", ""slug"": ""dm-rochester"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/11/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/dcim/devices/22/,,,
,,,,{},,2,0,2026-03-01T04:57:14.882500Z,{},,0,"{""description"": """", ""device_count"": 13, ""display"": ""ISR 1111-8P"", ""id"": 3, ""manufacturer"": {""description"": """", ""display"": ""Cisco"", ""id"": 4, ""name"": ""Cisco"", ""slug"": ""cisco"", ""url"": ""http://192.168.65.40:8000/api/dcim/manufacturers/4/""}, ""model"": ""ISR 1111-8P"", ""slug"": ""isr1111"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-types/3/""}",dmi01-rochester-rtr01,http://192.168.65.40:8000/dcim/devices/23/,"{""label"": ""Front"", ""value"": ""front""}",0,23,14,0,2026-03-01T05:10:49.735864Z,,,,,0,dmi01-rochester-rtr01,,,,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Cisco IOS"", ""id"": 1, ""name"": ""Cisco IOS"", ""slug"": ""cisco-ios"", ""url"": ""http://192.168.65.40:8000/api/dcim/platforms/1/"", ""virtualmachine_count"": 0}",4.0,0,1,,,,"{""description"": """", ""display"": ""Comms closet"", ""id"": 10, ""name"": ""Comms closet"", ""url"": ""http://192.168.65.40:8000/api/dcim/racks/10/""}",0,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Router"", ""id"": 1, ""name"": ""Router"", ""slug"": ""router"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/1/"", ""virtualmachine_count"": 0}",,"{""description"": """", ""display"": ""DM-Rochester"", ""id"": 11, ""name"": ""DM-Rochester"", ""slug"": ""dm-rochester"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/11/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/dcim/devices/23/,,,
,,,,{},,0,0,2026-03-01T04:57:15.083178Z,{},,0,"{""description"": """", ""device_count"": 13, ""display"": ""C9200-48P"", ""id"": 2, ""manufacturer"": {""description"": """", ""display"": ""Cisco"", ""id"": 4, ""name"": ""Cisco"", ""slug"": ""cisco"", ""url"": ""http://192.168.65.40:8000/api/dcim/manufacturers/4/""}, ""model"": ""C9200-48P"", ""slug"": ""c9200-48p"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-types/2/""}",dmi01-rochster-sw01,http://192.168.65.40:8000/dcim/devices/24/,"{""label"": ""Front"", ""value"": ""front""}",0,24,52,0,2026-03-01T05:10:49.982410Z,,,,,0,dmi01-rochster-sw01,,,,,10.0,0,1,,,,"{""description"": """", ""display"": ""Comms closet"", ""id"": 10, ""name"": ""Comms closet"", ""url"": ""http://192.168.65.40:8000/api/dcim/racks/10/""}",0,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""Access Switch"", ""id"": 4, ""name"": ""Access Switch"", ""slug"": ""access-switch"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/4/"", ""virtualmachine_count"": 0}",,"{""description"": """", ""display"": ""DM-Rochester"", ""id"": 11, ""name"": ""DM-Rochester"", ""slug"": ""dm-rochester"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/11/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/dcim/devices/24/,,,
,,,,{},,0,0,2026-03-01T04:57:15.292445Z,{},,0,"{""description"": """", ""device_count"": 13, ""display"": ""AP7901"", ""id"": 1, ""manufacturer"": {""description"": """", ""display"": ""APC"", ""id"": 1, ""name"": ""APC"", ""slug"": ""apc"", ""url"": ""http://192.168.65.40:8000/api/dcim/manufacturers/1/""}, ""model"": ""AP7901"", ""slug"": ""ap7901"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-types/1/""}",dmi01-scranton-pdu01,http://192.168.65.40:8000/dcim/devices/25/,"{""label"": ""Front"", ""value"": ""front""}",0,25,0,0,2026-03-01T05:10:50.232414Z,,,,,0,dmi01-scranton-pdu01,,,,,1.0,8,1,,,,"{""description"": """", ""display"": ""Comms closet"", ""id"": 11, ""name"": ""Comms closet"", ""url"": ""http://192.168.65.40:8000/api/dcim/racks/11/""}",0,"{""_depth"": 0, ""description"": """", ""device_count"": 0, ""display"": ""PDU"", ""id"": 5, ""name"": ""PDU"", ""slug"": ""pdu"", ""url"": ""http://192.168.65.40:8000/api/dcim/device-roles/5/"", ""virtualmachine_count"": 0}",,"{""description"": """", ""display"": ""DM-Scranton"", ""id"": 12, ""name"": ""DM-Scranton"", ""slug"": ""dm-scranton"", ""url"": ""http://192.168.65.40:8000/api/dcim/sites/12/""}","{""label"": ""Active"", ""value"": ""active""}",[],"{""description"": """", ""display"": ""Dunder-Mifflin, Inc."", ""id"": 2, ""name"": ""Dunder-Mifflin, Inc."", ""slug"": ""dunder-mifflin"", ""url"": ""http://192.168.65.40:8000/api/tenancy/tenants/2/""}",http://192.168.65.40:8000/api/dcim/devices/25/,,,
