_occupied,cable,cable_end,color,created,custom_fields,description,device,display,display_url,front_ports,id,label,last_updated,link_peers,link_peers_type,mark_connected,module,name,owner,positions,tags,type,url
False,,,,2026-03-01T05:18:39.678267Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 7,http://192.168.65.40:8000/dcim/rear-ports/11/,"[{""front_port"": 199, ""front_port_position"": 1, ""position"": 1}]",11,,2026-03-01T05:18:39.678286Z,[],,False,,Port 7,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/11/
False,,,,2026-03-01T05:18:39.746491Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 8,http://192.168.65.40:8000/dcim/rear-ports/12/,"[{""front_port"": 200, ""front_port_position"": 1, ""position"": 1}]",12,,2026-03-01T05:18:39.746511Z,[],,False,,Port 8,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/12/
False,,,,2026-03-01T05:18:39.809940Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 9,http://192.168.65.40:8000/dcim/rear-ports/13/,"[{""front_port"": 201, ""front_port_position"": 1, ""position"": 1}]",13,,2026-03-01T05:18:39.809959Z,[],,False,,Port 9,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/13/
False,,,,2026-03-01T05:18:39.881861Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 10,http://192.168.65.40:8000/dcim/rear-ports/14/,"[{""front_port"": 202, ""front_port_position"": 1, ""position"": 1}]",14,,2026-03-01T05:18:39.881888Z,[],,False,,Port 10,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/14/
False,,,,2026-03-01T05:18:39.962771Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 11,http://192.168.65.40:8000/dcim/rear-ports/15/,"[{""front_port"": 203, ""front_port_position"": 1, ""position"": 1}]",15,,2026-03-01T05:18:39.962792Z,[],,False,,Port 11,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/15/
False,,,,2026-03-01T05:18:40.028687Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 12,http://192.168.65.40:8000/dcim/rear-ports/16/,"[{""front_port"": 204, ""front_port_position"": 1, ""position"": 1}]",16,,2026-03-01T05:18:40.028706Z,[],,False,,Port 12,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/16/
False,,,,2026-03-01T05:18:40.091663Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 13,http://192.168.65.40:8000/dcim/rear-ports/17/,"[{""front_port"": 205, ""front_port_position"": 1, ""position"": 1}]",17,,2026-03-01T05:18:40.091682Z,[],,False,,Port 13,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/17/
False,,,,2026-03-01T05:18:40.154878Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 14,http://192.168.65.40:8000/dcim/rear-ports/18/,"[{""front_port"": 206, ""front_port_position"": 1, ""position"": 1}]",18,,2026-03-01T05:18:40.154897Z,[],,False,,Port 14,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/18/
False,,,,2026-03-01T05:18:40.226155Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 15,http://192.168.65.40:8000/dcim/rear-ports/19/,"[{""front_port"": 207, ""front_port_position"": 1, ""position"": 1}]",19,,2026-03-01T05:18:40.226175Z,[],,False,,Port 15,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/19/
False,,,,2026-03-01T05:18:40.296716Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 16,http://192.168.65.40:8000/dcim/rear-ports/20/,"[{""front_port"": 208, ""front_port_position"": 1, ""position"": 1}]",20,,2026-03-01T05:18:40.296735Z,[],,False,,Port 16,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/20/
False,,,,2026-03-01T05:18:40.363035Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 17,http://192.168.65.40:8000/dcim/rear-ports/21/,"[{""front_port"": 209, ""front_port_position"": 1, ""position"": 1}]",21,,2026-03-01T05:18:40.363055Z,[],,False,,Port 17,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/21/
False,,,,2026-03-01T05:18:40.431140Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 18,http://192.168.65.40:8000/dcim/rear-ports/22/,"[{""front_port"": 210, ""front_port_position"": 1, ""position"": 1}]",22,,2026-03-01T05:18:40.431160Z,[],,False,,Port 18,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/22/
False,,,,2026-03-01T05:18:40.497300Z,{},,"{""description"": """", ""display"": ""Panduit 48-Port Patch Panel (73)"", ""id"": 73, ""name"": null, ""url"": ""http://192.168.65.40:8000/api/dcim/devices/73/""}",Port 19,http://192.168.65.40:8000/dcim/rear-ports/23/,"[{""front_port"": 211, ""front_port_position"": 1, ""position"": 1}]",23,,2026-03-01T05:18:40.497320Z,[],,False,,Port 19,,1,[],"{""label"": ""110 Punch"", ""value"": ""110-punch""}",http://192.168.65.40:8000/api/dcim/rear-ports/23/
