_occupied,bridge,bridge_interfaces,cable,cable_end,connected_endpoints,connected_endpoints_reachable,connected_endpoints_type,count_fhrp_groups,count_ipaddresses,created,custom_fields,description,device,display,display_url,duplex,enabled,id,l2vpn_termination,label,lag,last_updated,link_peers,link_peers_type,mac_address,mac_addresses,mark_connected,mgmt_only,mode,module,mtu,name,owner,parent,poe_mode,poe_type,primary_mac_address,qinq_svlan,rf_channel,rf_channel_frequency,rf_channel_width,rf_role,speed,tagged_vlans,tags,tx_power,type,untagged_vlan,url,vdcs,vlan_translation_policy,vrf,wireless_lans,wireless_link,wwn
False,,[],,,,,,0,0,2026-03-01T04:57:28.011210Z,{},,"{""description"": """", ""display"": ""dmi01-akron-rtr01"", ""id"": 2, ""name"": ""dmi01-akron-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/2/""}",GigabitEthernet0/1/8,http://192.168.65.40:8000/dcim/interfaces/9/,,True,9,,,,2026-03-01T05:11:12.852045Z,[],,,[],False,False,,,,GigabitEthernet0/1/8,,,,,,,,,,,,[],[],,"{""label"": ""1000BASE-T (1GE)"", ""value"": ""1000base-t""}",,http://192.168.65.40:8000/api/dcim/interfaces/9/,[],,,[],,
False,,[],,,,,,0,0,2026-03-01T04:57:28.095397Z,{},,"{""description"": """", ""display"": ""dmi01-akron-rtr01"", ""id"": 2, ""name"": ""dmi01-akron-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/2/""}",Wlan-GigabitEthernet0/1/8,http://192.168.65.40:8000/dcim/interfaces/10/,,True,10,,,,2026-03-01T05:11:13.147926Z,[],,,[],False,False,,,,Wlan-GigabitEthernet0/1/8,,,,,,,,,,,,[],[],,"{""label"": ""IEEE 802.11ac (Wi-Fi 5)"", ""value"": ""ieee802.11ac""}",,http://192.168.65.40:8000/api/dcim/interfaces/10/,[],,,[],,
False,,[],,,,,,0,0,2026-03-01T04:57:28.204753Z,{},,"{""description"": """", ""display"": ""dmi01-akron-rtr01"", ""id"": 2, ""name"": ""dmi01-akron-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/2/""}",Cellular0/2/0,http://192.168.65.40:8000/dcim/interfaces/11/,,True,11,,,,2026-03-01T05:11:13.375237Z,[],,,[],False,False,,,,Cellular0/2/0,,,,,,,,,,,,[],[],,"{""label"": ""LTE"", ""value"": ""lte""}",,http://192.168.65.40:8000/api/dcim/interfaces/11/,[],,,[],,
False,,[],,,,,,0,0,2026-03-01T04:57:28.291454Z,{},,"{""description"": """", ""display"": ""dmi01-akron-rtr01"", ""id"": 2, ""name"": ""dmi01-akron-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/2/""}",Po1,http://192.168.65.40:8000/dcim/interfaces/12/,,True,12,,,,2026-03-01T05:11:14.213489Z,[],,,[],False,False,,,,Po1,,,,,,,,,,,,[],[],,"{""label"": ""Link Aggregation Group (LAG)"", ""value"": ""lag""}",,http://192.168.65.40:8000/api/dcim/interfaces/12/,[],,,[],,
True,,[],"{""description"": """", ""display"": ""#99"", ""id"": 99, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/99/""}",B,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#99"", ""id"": 99, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/99/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-akron-rtr01"", ""id"": 2, ""name"": ""dmi01-akron-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/2/""}, ""display"": ""GigabitEthernet0/1/0"", ""id"": 1407, ""name"": ""GigabitEthernet0/1/0"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/1407/""}]",True,dcim.interface,0,0,2026-03-01T05:11:14.359902Z,{},,"{""description"": """", ""display"": ""dmi01-akron-sw01"", ""id"": 3, ""name"": ""dmi01-akron-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/3/""}",GigabitEthernet1/0/1,http://192.168.65.40:8000/dcim/interfaces/1409/,,True,1409,,,,2026-03-01T06:55:50.692072Z,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#99"", ""id"": 99, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/99/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-akron-rtr01"", ""id"": 2, ""name"": ""dmi01-akron-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/2/""}, ""display"": ""GigabitEthernet0/1/0"", ""id"": 1407, ""name"": ""GigabitEthernet0/1/0"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/1407/""}]",dcim.interface,,[],False,False,,,,GigabitEthernet1/0/1,,,,,,,,,,,,[],[],,"{""label"": ""1000BASE-T (1GE)"", ""value"": ""1000base-t""}",,http://192.168.65.40:8000/api/dcim/interfaces/1409/,[],,,[],,
True,,[],"{""description"": """", ""display"": ""#100"", ""id"": 100, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/100/""}",B,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#100"", ""id"": 100, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/100/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-akron-rtr01"", ""id"": 2, ""name"": ""dmi01-akron-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/2/""}, ""display"": ""GigabitEthernet0/1/1"", ""id"": 1408, ""name"": ""GigabitEthernet0/1/1"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/1408/""}]",True,dcim.interface,0,0,2026-03-01T05:11:14.445000Z,{},,"{""description"": """", ""display"": ""dmi01-akron-sw01"", ""id"": 3, ""name"": ""dmi01-akron-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/3/""}",GigabitEthernet1/0/2,http://192.168.65.40:8000/dcim/interfaces/1410/,,True,1410,,,,2026-03-01T06:55:50.997161Z,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#100"", ""id"": 100, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/100/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-akron-rtr01"", ""id"": 2, ""name"": ""dmi01-akron-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/2/""}, ""display"": ""GigabitEthernet0/1/1"", ""id"": 1408, ""name"": ""GigabitEthernet0/1/1"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/1408/""}]",dcim.interface,,[],False,False,,,,GigabitEthernet1/0/2,,,,,,,,,,,,[],[],,"{""label"": ""1000BASE-T (1GE)"", ""value"": ""1000base-t""}",,http://192.168.65.40:8000/api/dcim/interfaces/1410/,[],,,[],,
False,,[],,,,,,0,0,2026-03-01T04:57:28.419494Z,{},,"{""description"": """", ""display"": ""dmi01-akron-sw01"", ""id"": 3, ""name"": ""dmi01-akron-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/3/""}",GigabitEthernet1/0/3,http://192.168.65.40:8000/dcim/interfaces/13/,,True,13,,,,2026-03-01T05:11:14.661598Z,[],,,[],False,False,,,,GigabitEthernet1/0/3,,,,,,,,,,,,[],[],,"{""label"": ""1000BASE-T (1GE)"", ""value"": ""1000base-t""}",,http://192.168.65.40:8000/api/dcim/interfaces/13/,[],,,[],,
True,,[],"{""description"": """", ""display"": ""#53"", ""id"": 53, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/53/""}",B,"[{""description"": """", ""display"": ""Level3 MPLS"", ""id"": 1, ""name"": ""Level3 MPLS"", ""url"": ""http://192.168.65.40:8000/api/circuits/provider-networks/1/""}]",True,circuits.providernetwork,0,0,2026-03-01T04:57:28.520913Z,{},,"{""description"": """", ""display"": ""dmi01-akron-sw01"", ""id"": 3, ""name"": ""dmi01-akron-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/3/""}",GigabitEthernet1/0/4,http://192.168.65.40:8000/dcim/interfaces/14/,,True,14,,,,2026-03-01T05:38:47.801000Z,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#53"", ""id"": 53, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/53/""}, ""circuit"": {""cid"": ""JHEW3951"", ""description"": """", ""display"": ""JHEW3951"", ""id"": 17, ""provider"": {""description"": """", ""display"": ""Level 3"", ""id"": 5, ""name"": ""Level 3"", ""slug"": ""level-3"", ""url"": ""http://192.168.65.40:8000/api/circuits/providers/5/""}, ""url"": ""http://192.168.65.40:8000/api/circuits/circuits/17/""}, ""description"": """", ""display"": ""JHEW3951: Termination Z"", ""id"": 21, ""term_side"": ""Z"", ""url"": ""http://192.168.65.40:8000/api/circuits/circuit-terminations/21/""}]",circuits.circuittermination,,[],False,False,,,,GigabitEthernet1/0/4,,,,,,,,,,,,[],[],,"{""label"": ""1000BASE-T (1GE)"", ""value"": ""1000base-t""}",,http://192.168.65.40:8000/api/dcim/interfaces/14/,[],,,[],,
True,,[],"{""description"": """", ""display"": ""#64"", ""id"": 64, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/64/""}",B,,False,,0,0,2026-03-01T04:57:28.605617Z,{},,"{""description"": """", ""display"": ""dmi01-akron-sw01"", ""id"": 3, ""name"": ""dmi01-akron-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/3/""}",GigabitEthernet1/0/5,http://192.168.65.40:8000/dcim/interfaces/15/,,True,15,,,,2026-03-01T05:38:52.689827Z,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#64"", ""id"": 64, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/64/""}, ""circuit"": {""cid"": ""1002840457"", ""description"": """", ""display"": ""1002840457"", ""id"": 2, ""provider"": {""description"": """", ""display"": ""CenturyLink"", ""id"": 2, ""name"": ""CenturyLink"", ""slug"": ""centurylink"", ""url"": ""http://192.168.65.40:8000/api/circuits/providers/2/""}, ""url"": ""http://192.168.65.40:8000/api/circuits/circuits/2/""}, ""description"": """", ""display"": ""1002840457: Termination Z"", ""id"": 2, ""term_side"": ""Z"", ""url"": ""http://192.168.65.40:8000/api/circuits/circuit-terminations/2/""}]",circuits.circuittermination,,[],False,False,,,,GigabitEthernet1/0/5,,,,,,,,,,,,[],[],,"{""label"": ""1000BASE-T (1GE)"", ""value"": ""1000base-t""}",,http://192.168.65.40:8000/api/dcim/interfaces/15/,[],,,[],,
True,,[],"{""description"": """", ""display"": ""#3"", ""id"": 3, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/3/""}",A,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#3"", ""id"": 3, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/3/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-sw01"", ""id"": 12, ""name"": ""dmi01-buffalo-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/12/""}, ""display"": ""GigabitEthernet1/0/25"", ""id"": 221, ""name"": ""GigabitEthernet1/0/25"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/221/""}]",True,dcim.interface,0,0,2026-03-01T04:57:29.734781Z,{},,"{""description"": """", ""display"": ""dmi01-akron-sw01"", ""id"": 3, ""name"": ""dmi01-akron-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/3/""}",GigabitEthernet1/0/6,http://192.168.65.40:8000/dcim/interfaces/16/,,True,16,,,,2026-03-01T05:11:15.396542Z,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#3"", ""id"": 3, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/3/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-buffalo-sw01"", ""id"": 12, ""name"": ""dmi01-buffalo-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/12/""}, ""display"": ""GigabitEthernet1/0/25"", ""id"": 221, ""name"": ""GigabitEthernet1/0/25"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/221/""}]",dcim.interface,,[],False,False,,,,GigabitEthernet1/0/6,,,,,,,,,,,,[],[],,"{""label"": ""1000BASE-T (1GE)"", ""value"": ""1000base-t""}",,http://192.168.65.40:8000/api/dcim/interfaces/16/,[],,,[],,
