a_terminations,b_terminations,color,comments,created,custom_fields,description,display,display_url,id,label,last_updated,length,length_unit,owner,profile,status,tags,tenant,type,url
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#11"", ""id"": 11, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/11/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-albany-rtr01"", ""id"": 5, ""name"": ""dmi01-albany-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/5/""}, ""display"": ""GigabitEthernet0/1/5"", ""id"": 68, ""name"": ""GigabitEthernet0/1/5"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/68/""}, ""object_id"": 68, ""object_type"": ""dcim.interface""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#11"", ""id"": 11, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/11/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-sw01"", ""id"": 21, ""name"": ""dmi01-pittsfield-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/21/""}, ""display"": ""GigabitEthernet1/0/43"", ""id"": 425, ""name"": ""GigabitEthernet1/0/43"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/425/""}, ""object_id"": 425, ""object_type"": ""dcim.interface""}]",ff5722,,2026-03-01T05:02:20.028116Z,{},,#11,http://192.168.65.40:8000/dcim/cables/11/,11,,2026-03-01T05:02:20.104397Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat5e,http://192.168.65.40:8000/api/dcim/cables/11/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#12"", ""id"": 12, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/12/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-albany-rtr01"", ""id"": 5, ""name"": ""dmi01-albany-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/5/""}, ""display"": ""GigabitEthernet0/1/6"", ""id"": 69, ""name"": ""GigabitEthernet0/1/6"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/69/""}, ""object_id"": 69, ""object_type"": ""dcim.interface""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#12"", ""id"": 12, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/12/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-sw01"", ""id"": 21, ""name"": ""dmi01-pittsfield-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/21/""}, ""display"": ""GigabitEthernet1/0/44"", ""id"": 426, ""name"": ""GigabitEthernet1/0/44"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/426/""}, ""object_id"": 426, ""object_type"": ""dcim.interface""}]",ff5722,,2026-03-01T05:02:20.227692Z,{},,#12,http://192.168.65.40:8000/dcim/cables/12/,12,,2026-03-01T05:02:20.306239Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat5e,http://192.168.65.40:8000/api/dcim/cables/12/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#13"", ""id"": 13, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/13/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-albany-sw01"", ""id"": 6, ""name"": ""dmi01-albany-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/6/""}, ""display"": ""GigabitEthernet1/0/9"", ""id"": 81, ""name"": ""GigabitEthernet1/0/9"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/81/""}, ""object_id"": 81, ""object_type"": ""dcim.interface""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#13"", ""id"": 13, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/13/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochster-sw01"", ""id"": 24, ""name"": ""dmi01-rochster-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/24/""}, ""display"": ""GigabitEthernet1/0/32"", ""id"": 476, ""name"": ""GigabitEthernet1/0/32"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/476/""}, ""object_id"": 476, ""object_type"": ""dcim.interface""}]",ff5722,,2026-03-01T05:02:20.420539Z,{},,#13,http://192.168.65.40:8000/dcim/cables/13/,13,,2026-03-01T05:02:20.497283Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat5e,http://192.168.65.40:8000/api/dcim/cables/13/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#14"", ""id"": 14, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/14/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-albany-sw01"", ""id"": 6, ""name"": ""dmi01-albany-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/6/""}, ""display"": ""GigabitEthernet1/0/10"", ""id"": 82, ""name"": ""GigabitEthernet1/0/10"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/82/""}, ""object_id"": 82, ""object_type"": ""dcim.interface""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#14"", ""id"": 14, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/14/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochster-sw01"", ""id"": 24, ""name"": ""dmi01-rochster-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/24/""}, ""display"": ""GigabitEthernet1/0/33"", ""id"": 477, ""name"": ""GigabitEthernet1/0/33"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/477/""}, ""object_id"": 477, ""object_type"": ""dcim.interface""}]",ff5722,,2026-03-01T05:02:20.638254Z,{},,#14,http://192.168.65.40:8000/dcim/cables/14/,14,,2026-03-01T05:02:20.716587Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat5e,http://192.168.65.40:8000/api/dcim/cables/14/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#15"", ""id"": 15, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/15/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-albany-sw01"", ""id"": 6, ""name"": ""dmi01-albany-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/6/""}, ""display"": ""GigabitEthernet1/0/22"", ""id"": 94, ""name"": ""GigabitEthernet1/0/22"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/94/""}, ""object_id"": 94, ""object_type"": ""dcim.interface""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#15"", ""id"": 15, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/15/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-scranton-sw01"", ""id"": 27, ""name"": ""dmi01-scranton-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/27/""}, ""display"": ""GigabitEthernet1/0/21"", ""id"": 527, ""name"": ""GigabitEthernet1/0/21"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/527/""}, ""object_id"": 527, ""object_type"": ""dcim.interface""}]",ff5722,,2026-03-01T05:02:20.946374Z,{},,#15,http://192.168.65.40:8000/dcim/cables/15/,15,,2026-03-01T05:02:21.020472Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat5e,http://192.168.65.40:8000/api/dcim/cables/15/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#16"", ""id"": 16, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/16/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-albany-sw01"", ""id"": 6, ""name"": ""dmi01-albany-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/6/""}, ""display"": ""GigabitEthernet1/0/23"", ""id"": 95, ""name"": ""GigabitEthernet1/0/23"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/95/""}, ""object_id"": 95, ""object_type"": ""dcim.interface""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#16"", ""id"": 16, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/16/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-scranton-sw01"", ""id"": 27, ""name"": ""dmi01-scranton-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/27/""}, ""display"": ""GigabitEthernet1/0/22"", ""id"": 528, ""name"": ""GigabitEthernet1/0/22"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/528/""}, ""object_id"": 528, ""object_type"": ""dcim.interface""}]",ff5722,,2026-03-01T05:02:21.135435Z,{},,#16,http://192.168.65.40:8000/dcim/cables/16/,16,,2026-03-01T05:02:21.220113Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat5e,http://192.168.65.40:8000/api/dcim/cables/16/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#17"", ""id"": 17, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/17/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-albany-sw01"", ""id"": 6, ""name"": ""dmi01-albany-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/6/""}, ""display"": ""GigabitEthernet1/0/35"", ""id"": 107, ""name"": ""GigabitEthernet1/0/35"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/107/""}, ""object_id"": 107, ""object_type"": ""dcim.interface""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#17"", ""id"": 17, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/17/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-stamford-sw01"", ""id"": 30, ""name"": ""dmi01-stamford-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/30/""}, ""display"": ""GigabitEthernet1/0/10"", ""id"": 578, ""name"": ""GigabitEthernet1/0/10"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/578/""}, ""object_id"": 578, ""object_type"": ""dcim.interface""}]",ff5722,,2026-03-01T05:02:21.327868Z,{},,#17,http://192.168.65.40:8000/dcim/cables/17/,17,,2026-03-01T05:02:21.402655Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat5e,http://192.168.65.40:8000/api/dcim/cables/17/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#18"", ""id"": 18, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/18/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-albany-sw01"", ""id"": 6, ""name"": ""dmi01-albany-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/6/""}, ""display"": ""GigabitEthernet1/0/36"", ""id"": 108, ""name"": ""GigabitEthernet1/0/36"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/108/""}, ""object_id"": 108, ""object_type"": ""dcim.interface""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#18"", ""id"": 18, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/18/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-stamford-sw01"", ""id"": 30, ""name"": ""dmi01-stamford-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/30/""}, ""display"": ""GigabitEthernet1/0/11"", ""id"": 579, ""name"": ""GigabitEthernet1/0/11"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/579/""}, ""object_id"": 579, ""object_type"": ""dcim.interface""}]",ff5722,,2026-03-01T05:02:21.562816Z,{},,#18,http://192.168.65.40:8000/dcim/cables/18/,18,,2026-03-01T05:02:21.641239Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat5e,http://192.168.65.40:8000/api/dcim/cables/18/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#19"", ""id"": 19, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/19/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-albany-sw01"", ""id"": 6, ""name"": ""dmi01-albany-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/6/""}, ""display"": ""GigabitEthernet1/0/48"", ""id"": 120, ""name"": ""GigabitEthernet1/0/48"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/120/""}, ""object_id"": 120, ""object_type"": ""dcim.interface""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#19"", ""id"": 19, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/19/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-syracuse-rtr01"", ""id"": 32, ""name"": ""dmi01-syracuse-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/32/""}, ""display"": ""GigabitEthernet0/1/8"", ""id"": 629, ""name"": ""GigabitEthernet0/1/8"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/629/""}, ""object_id"": 629, ""object_type"": ""dcim.interface""}]",ff5722,,2026-03-01T05:02:21.765581Z,{},,#19,http://192.168.65.40:8000/dcim/cables/19/,19,,2026-03-01T05:02:21.852680Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat5e,http://192.168.65.40:8000/api/dcim/cables/19/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#20"", ""id"": 20, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/20/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-binghamton-sw01"", ""id"": 9, ""name"": ""dmi01-binghamton-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/9/""}, ""display"": ""GigabitEthernet1/0/12"", ""id"": 146, ""name"": ""GigabitEthernet1/0/12"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/146/""}, ""object_id"": 146, ""object_type"": ""dcim.interface""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#20"", ""id"": 20, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/20/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-utica-sw01"", ""id"": 36, ""name"": ""dmi01-utica-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/36/""}, ""display"": ""GigabitEthernet1/0/39"", ""id"": 731, ""name"": ""GigabitEthernet1/0/39"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/731/""}, ""object_id"": 731, ""object_type"": ""dcim.interface""}]",ff5722,,2026-03-01T05:02:22.214535Z,{},,#20,http://192.168.65.40:8000/dcim/cables/20/,20,,2026-03-01T05:02:22.292371Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat5e,http://192.168.65.40:8000/api/dcim/cables/20/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#21"", ""id"": 21, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/21/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-binghamton-sw01"", ""id"": 9, ""name"": ""dmi01-binghamton-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/9/""}, ""display"": ""GigabitEthernet1/0/13"", ""id"": 147, ""name"": ""GigabitEthernet1/0/13"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/147/""}, ""object_id"": 147, ""object_type"": ""dcim.interface""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#21"", ""id"": 21, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/21/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-utica-sw01"", ""id"": 36, ""name"": ""dmi01-utica-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/36/""}, ""display"": ""GigabitEthernet1/0/40"", ""id"": 732, ""name"": ""GigabitEthernet1/0/40"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/732/""}, ""object_id"": 732, ""object_type"": ""dcim.interface""}]",ff5722,,2026-03-01T05:02:22.481795Z,{},,#21,http://192.168.65.40:8000/dcim/cables/21/,21,,2026-03-01T05:02:22.557002Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat5e,http://192.168.65.40:8000/api/dcim/cables/21/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#22"", ""id"": 22, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/22/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-binghamton-sw01"", ""id"": 9, ""name"": ""dmi01-binghamton-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/9/""}, ""display"": ""GigabitEthernet1/0/25"", ""id"": 159, ""name"": ""GigabitEthernet1/0/25"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/159/""}, ""object_id"": 159, ""object_type"": ""dcim.interface""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#22"", ""id"": 22, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/22/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-yonkers-sw01"", ""id"": 39, ""name"": ""dmi01-yonkers-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/39/""}, ""display"": ""GigabitEthernet1/0/28"", ""id"": 782, ""name"": ""GigabitEthernet1/0/28"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/782/""}, ""object_id"": 782, ""object_type"": ""dcim.interface""}]",ff5722,,2026-03-01T05:02:22.687092Z,{},,#22,http://192.168.65.40:8000/dcim/cables/22/,22,,2026-03-01T05:02:22.764348Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat5e,http://192.168.65.40:8000/api/dcim/cables/22/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#23"", ""id"": 23, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/23/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-binghamton-sw01"", ""id"": 9, ""name"": ""dmi01-binghamton-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/9/""}, ""display"": ""GigabitEthernet1/0/26"", ""id"": 160, ""name"": ""GigabitEthernet1/0/26"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/160/""}, ""object_id"": 160, ""object_type"": ""dcim.interface""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#23"", ""id"": 23, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/23/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-yonkers-sw01"", ""id"": 39, ""name"": ""dmi01-yonkers-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/39/""}, ""display"": ""GigabitEthernet1/0/29"", ""id"": 783, ""name"": ""GigabitEthernet1/0/29"", ""url"": ""http://192.168.65.40:8000/api/dcim/interfaces/783/""}, ""object_id"": 783, ""object_type"": ""dcim.interface""}]",ff5722,,2026-03-01T05:02:23.096735Z,{},,#23,http://192.168.65.40:8000/dcim/cables/23/,23,,2026-03-01T05:02:23.180231Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat5e,http://192.168.65.40:8000/api/dcim/cables/23/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#24"", ""id"": 24, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/24/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-akron-rtr01"", ""id"": 2, ""name"": ""dmi01-akron-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/2/""}, ""display"": ""PSU0"", ""id"": 2, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/2/""}, ""object_id"": 2, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#24"", ""id"": 24, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/24/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-akron-pdu01"", ""id"": 1, ""name"": ""dmi01-akron-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/1/""}, ""display"": ""Outlet 1"", ""id"": 1, ""name"": ""Outlet 1"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/1/""}, ""object_id"": 1, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:23.298023Z,{},,#24,http://192.168.65.40:8000/dcim/cables/24/,24,,2026-03-01T05:02:23.354258Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/24/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#25"", ""id"": 25, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/25/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-akron-sw01"", ""id"": 3, ""name"": ""dmi01-akron-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/3/""}, ""display"": ""Power Port"", ""id"": 3, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/3/""}, ""object_id"": 3, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#25"", ""id"": 25, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/25/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-akron-pdu01"", ""id"": 1, ""name"": ""dmi01-akron-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/1/""}, ""display"": ""Outlet 2"", ""id"": 2, ""name"": ""Outlet 2"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/2/""}, ""object_id"": 2, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:23.499785Z,{},,#25,http://192.168.65.40:8000/dcim/cables/25/,25,,2026-03-01T05:02:23.552630Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/25/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#26"", ""id"": 26, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/26/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-albany-rtr01"", ""id"": 5, ""name"": ""dmi01-albany-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/5/""}, ""display"": ""PSU0"", ""id"": 5, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/5/""}, ""object_id"": 5, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#26"", ""id"": 26, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/26/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-albany-pdu01"", ""id"": 4, ""name"": ""dmi01-albany-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/4/""}, ""display"": ""Outlet 1"", ""id"": 9, ""name"": ""Outlet 1"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/9/""}, ""object_id"": 9, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:23.681311Z,{},,#26,http://192.168.65.40:8000/dcim/cables/26/,26,,2026-03-01T05:02:23.737768Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/26/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#27"", ""id"": 27, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/27/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-albany-sw01"", ""id"": 6, ""name"": ""dmi01-albany-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/6/""}, ""display"": ""Power Port"", ""id"": 6, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/6/""}, ""object_id"": 6, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#27"", ""id"": 27, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/27/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-albany-pdu01"", ""id"": 4, ""name"": ""dmi01-albany-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/4/""}, ""display"": ""Outlet 2"", ""id"": 10, ""name"": ""Outlet 2"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/10/""}, ""object_id"": 10, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:23.914193Z,{},,#27,http://192.168.65.40:8000/dcim/cables/27/,27,,2026-03-01T05:02:23.992106Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/27/
"[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#28"", ""id"": 28, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/28/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-binghamton-rtr01"", ""id"": 8, ""name"": ""dmi01-binghamton-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/8/""}, ""display"": ""PSU0"", ""id"": 8, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/8/""}, ""object_id"": 8, ""object_type"": ""dcim.powerport""}]","[{""object"": {""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#28"", ""id"": 28, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/28/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-binghamton-pdu01"", ""id"": 7, ""name"": ""dmi01-binghamton-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/7/""}, ""display"": ""Outlet 1"", ""id"": 17, ""name"": ""Outlet 1"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-outlets/17/""}, ""object_id"": 17, ""object_type"": ""dcim.poweroutlet""}]",000000,,2026-03-01T05:02:24.118204Z,{},,#28,http://192.168.65.40:8000/dcim/cables/28/,28,,2026-03-01T05:02:24.170449Z,,,,,"{""label"": ""Connected"", ""value"": ""connected""}",[],,cat6,http://192.168.65.40:8000/api/dcim/cables/28/
