color,comments,created,description,display,display_url,id,label,last_updated,length,length_unit,owner,profile,tenant,type,url
ff5722,,2026-03-01T05:02:21.327868Z,,#17,http://192.168.65.40:8000/dcim/cables/17/,17,,2026-03-01T05:02:21.402655Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/17/
ff5722,,2026-03-01T05:02:21.562816Z,,#18,http://192.168.65.40:8000/dcim/cables/18/,18,,2026-03-01T05:02:21.641239Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/18/
ff5722,,2026-03-01T05:02:21.765581Z,,#19,http://192.168.65.40:8000/dcim/cables/19/,19,,2026-03-01T05:02:21.852680Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/19/
ff5722,,2026-03-01T05:02:22.214535Z,,#20,http://192.168.65.40:8000/dcim/cables/20/,20,,2026-03-01T05:02:22.292371Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/20/
ff5722,,2026-03-01T05:02:22.481795Z,,#21,http://192.168.65.40:8000/dcim/cables/21/,21,,2026-03-01T05:02:22.557002Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/21/
ff5722,,2026-03-01T05:02:22.687092Z,,#22,http://192.168.65.40:8000/dcim/cables/22/,22,,2026-03-01T05:02:22.764348Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/22/
ff5722,,2026-03-01T05:02:23.096735Z,,#23,http://192.168.65.40:8000/dcim/cables/23/,23,,2026-03-01T05:02:23.180231Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/23/
000000,,2026-03-01T05:02:23.298023Z,,#24,http://192.168.65.40:8000/dcim/cables/24/,24,,2026-03-01T05:02:23.354258Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/24/
000000,,2026-03-01T05:02:23.499785Z,,#25,http://192.168.65.40:8000/dcim/cables/25/,25,,2026-03-01T05:02:23.552630Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/25/
000000,,2026-03-01T05:02:23.681311Z,,#26,http://192.168.65.40:8000/dcim/cables/26/,26,,2026-03-01T05:02:23.737768Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/26/
000000,,2026-03-01T05:02:23.914193Z,,#27,http://192.168.65.40:8000/dcim/cables/27/,27,,2026-03-01T05:02:23.992106Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/27/
000000,,2026-03-01T05:02:24.118204Z,,#28,http://192.168.65.40:8000/dcim/cables/28/,28,,2026-03-01T05:02:24.170449Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/28/
000000,,2026-03-01T05:02:24.426831Z,,#29,http://192.168.65.40:8000/dcim/cables/29/,29,,2026-03-01T05:02:24.478405Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/29/
000000,,2026-03-01T05:02:24.629782Z,,#30,http://192.168.65.40:8000/dcim/cables/30/,30,,2026-03-01T05:02:24.682019Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/30/
000000,,2026-03-01T05:02:24.835419Z,,#31,http://192.168.65.40:8000/dcim/cables/31/,31,,2026-03-01T05:02:24.886816Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/31/
000000,,2026-03-01T05:02:25.055683Z,,#32,http://192.168.65.40:8000/dcim/cables/32/,32,,2026-03-01T05:02:25.111891Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/32/
000000,,2026-03-01T05:02:25.243921Z,,#33,http://192.168.65.40:8000/dcim/cables/33/,33,,2026-03-01T05:02:25.295367Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/33/
000000,,2026-03-01T05:02:25.451055Z,,#34,http://192.168.65.40:8000/dcim/cables/34/,34,,2026-03-01T05:02:25.506856Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/34/
000000,,2026-03-01T05:02:25.655276Z,,#35,http://192.168.65.40:8000/dcim/cables/35/,35,,2026-03-01T05:02:25.708582Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/35/
000000,,2026-03-01T05:02:25.860014Z,,#36,http://192.168.65.40:8000/dcim/cables/36/,36,,2026-03-01T05:02:25.911081Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/36/
000000,,2026-03-01T05:02:26.576435Z,,#37,http://192.168.65.40:8000/dcim/cables/37/,37,,2026-03-01T05:02:26.626811Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/37/
000000,,2026-03-01T05:02:26.865990Z,,#38,http://192.168.65.40:8000/dcim/cables/38/,38,,2026-03-01T05:02:26.918937Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/38/
000000,,2026-03-01T05:02:27.090448Z,,#39,http://192.168.65.40:8000/dcim/cables/39/,39,,2026-03-01T05:02:27.177961Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/39/
000000,,2026-03-01T05:02:27.290113Z,,#40,http://192.168.65.40:8000/dcim/cables/40/,40,,2026-03-01T05:02:27.345819Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/40/
000000,,2026-03-01T05:02:27.499558Z,,#41,http://192.168.65.40:8000/dcim/cables/41/,41,,2026-03-01T05:02:27.550830Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/41/
000000,,2026-03-01T05:02:27.702268Z,,#42,http://192.168.65.40:8000/dcim/cables/42/,42,,2026-03-01T05:02:27.754249Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/42/
000000,,2026-03-01T05:02:27.906576Z,,#43,http://192.168.65.40:8000/dcim/cables/43/,43,,2026-03-01T05:02:27.957852Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/43/
000000,,2026-03-01T05:02:28.110445Z,,#44,http://192.168.65.40:8000/dcim/cables/44/,44,,2026-03-01T05:02:28.165185Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/44/
000000,,2026-03-01T05:02:28.318211Z,,#45,http://192.168.65.40:8000/dcim/cables/45/,45,,2026-03-01T05:02:28.368298Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/45/
000000,,2026-03-01T05:02:28.523968Z,,#46,http://192.168.65.40:8000/dcim/cables/46/,46,,2026-03-01T05:02:28.576768Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/46/
000000,,2026-03-01T05:02:28.725004Z,,#47,http://192.168.65.40:8000/dcim/cables/47/,47,,2026-03-01T05:02:28.777922Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/47/
000000,,2026-03-01T05:02:28.930952Z,,#48,http://192.168.65.40:8000/dcim/cables/48/,48,,2026-03-01T05:02:28.983230Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/48/
000000,,2026-03-01T05:02:29.178167Z,,#49,http://192.168.65.40:8000/dcim/cables/49/,49,,2026-03-01T05:02:29.241880Z,,,,,,cat6,http://192.168.65.40:8000/api/dcim/cables/49/
ffeb3b,,2026-03-01T05:38:46.938173Z,,#50,http://192.168.65.40:8000/dcim/cables/50/,50,,2026-03-01T05:38:47.020592Z,,,,,,smf,http://192.168.65.40:8000/api/dcim/cables/50/
ffeb3b,,2026-03-01T05:38:47.222841Z,,#51,http://192.168.65.40:8000/dcim/cables/51/,51,,2026-03-01T05:38:47.302834Z,,,,,,smf,http://192.168.65.40:8000/api/dcim/cables/51/
ffeb3b,,2026-03-01T05:38:47.424888Z,,#52,http://192.168.65.40:8000/dcim/cables/52/,52,,2026-03-01T05:38:47.508017Z,,,,,,smf,http://192.168.65.40:8000/api/dcim/cables/52/
ffeb3b,,2026-03-01T05:38:47.734865Z,,#53,http://192.168.65.40:8000/dcim/cables/53/,53,,2026-03-01T05:38:47.815264Z,,,,,,smf,http://192.168.65.40:8000/api/dcim/cables/53/
ffeb3b,,2026-03-01T05:38:47.938846Z,,#54,http://192.168.65.40:8000/dcim/cables/54/,54,,2026-03-01T05:38:48.018492Z,,,,,,smf,http://192.168.65.40:8000/api/dcim/cables/54/
ffeb3b,,2026-03-01T05:38:48.679362Z,,#55,http://192.168.65.40:8000/dcim/cables/55/,55,,2026-03-01T05:38:48.759239Z,,,,,,smf,http://192.168.65.40:8000/api/dcim/cables/55/
ffeb3b,,2026-03-01T05:38:49.477064Z,,#56,http://192.168.65.40:8000/dcim/cables/56/,56,,2026-03-01T05:38:49.580388Z,,,,,,smf,http://192.168.65.40:8000/api/dcim/cables/56/
ffeb3b,,2026-03-01T05:38:49.795803Z,,#57,http://192.168.65.40:8000/dcim/cables/57/,57,,2026-03-01T05:38:49.882837Z,,,,,,smf,http://192.168.65.40:8000/api/dcim/cables/57/
ffeb3b,,2026-03-01T05:38:50.196988Z,,#58,http://192.168.65.40:8000/dcim/cables/58/,58,,2026-03-01T05:38:50.277898Z,,,,,,smf,http://192.168.65.40:8000/api/dcim/cables/58/
ffeb3b,,2026-03-01T05:38:51.402466Z,,#59,http://192.168.65.40:8000/dcim/cables/59/,59,,2026-03-01T05:38:51.489022Z,,,,,,smf,http://192.168.65.40:8000/api/dcim/cables/59/
ffeb3b,,2026-03-01T05:38:51.609656Z,,#60,http://192.168.65.40:8000/dcim/cables/60/,60,,2026-03-01T05:38:51.692315Z,,,,,,smf,http://192.168.65.40:8000/api/dcim/cables/60/
ffeb3b,,2026-03-01T05:38:51.935751Z,,#61,http://192.168.65.40:8000/dcim/cables/61/,61,,2026-03-01T05:38:52.014542Z,,,,,,smf,http://192.168.65.40:8000/api/dcim/cables/61/
ffeb3b,,2026-03-01T05:38:52.242782Z,,#62,http://192.168.65.40:8000/dcim/cables/62/,62,,2026-03-01T05:38:52.324770Z,,,,,,smf,http://192.168.65.40:8000/api/dcim/cables/62/
2196f3,,2026-03-01T05:38:52.444451Z,,#63,http://192.168.65.40:8000/dcim/cables/63/,63,,2026-03-01T05:38:52.520522Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/63/
2196f3,,2026-03-01T05:38:52.628283Z,,#64,http://192.168.65.40:8000/dcim/cables/64/,64,,2026-03-01T05:38:52.705088Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/64/
2196f3,,2026-03-01T05:38:52.852866Z,,#65,http://192.168.65.40:8000/dcim/cables/65/,65,,2026-03-01T05:38:52.929460Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/65/
2196f3,,2026-03-01T05:38:53.059137Z,,#66,http://192.168.65.40:8000/dcim/cables/66/,66,,2026-03-01T05:38:53.135863Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/66/
2196f3,,2026-03-01T05:38:53.368800Z,,#67,http://192.168.65.40:8000/dcim/cables/67/,67,,2026-03-01T05:38:53.445219Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/67/
2196f3,,2026-03-01T05:38:53.554781Z,,#68,http://192.168.65.40:8000/dcim/cables/68/,68,,2026-03-01T05:38:53.631698Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/68/
2196f3,,2026-03-01T05:38:53.739357Z,,#69,http://192.168.65.40:8000/dcim/cables/69/,69,,2026-03-01T05:38:53.830627Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/69/
2196f3,,2026-03-01T05:38:53.998844Z,,#70,http://192.168.65.40:8000/dcim/cables/70/,70,,2026-03-01T05:38:54.078358Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/70/
2196f3,,2026-03-01T05:38:55.221132Z,,#71,http://192.168.65.40:8000/dcim/cables/71/,71,,2026-03-01T05:38:55.323489Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/71/
2196f3,,2026-03-01T05:38:56.456478Z,,#72,http://192.168.65.40:8000/dcim/cables/72/,72,,2026-03-01T05:38:56.534051Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/72/
2196f3,,2026-03-01T05:38:56.755265Z,,#73,http://192.168.65.40:8000/dcim/cables/73/,73,,2026-03-01T05:38:56.841782Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/73/
2196f3,,2026-03-01T05:38:57.053557Z,,#74,http://192.168.65.40:8000/dcim/cables/74/,74,,2026-03-01T05:38:57.130827Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/74/
2196f3,,2026-03-01T05:38:57.396454Z,,#75,http://192.168.65.40:8000/dcim/cables/75/,75,,2026-03-01T05:38:57.473580Z,,,,,,cat5e,http://192.168.65.40:8000/api/dcim/cables/75/
