bridge,count_fhrp_groups,count_ipaddresses,created,description,display,display_url,enabled,id,l2vpn_termination,last_updated,mac_address,mode,mtu,name,owner,parent,primary_mac_address,qinq_svlan,untagged_vlan,url,vlan_translation_policy,vrf
,0,0,2026-03-01T05:36:40.810526Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/49/,True,49,,2026-03-01T05:36:40.810545Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/49/,,
,0,0,2026-03-01T05:36:40.874556Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/50/,True,50,,2026-03-01T05:36:40.874575Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/50/,,
,0,0,2026-03-01T05:36:40.942161Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/51/,True,51,,2026-03-01T05:36:40.942179Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/51/,,
,0,0,2026-03-01T05:36:41.006099Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/52/,True,52,,2026-03-01T05:36:41.006119Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/52/,,
,0,0,2026-03-01T05:36:41.069486Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/53/,True,53,,2026-03-01T05:36:41.069505Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/53/,,
,0,0,2026-03-01T05:36:41.133788Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/54/,True,54,,2026-03-01T05:36:41.133807Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/54/,,
,0,0,2026-03-01T05:36:41.204418Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/55/,True,55,,2026-03-01T05:36:41.204438Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/55/,,
,0,0,2026-03-01T05:36:41.269171Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/56/,True,56,,2026-03-01T05:36:41.269190Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/56/,,
,0,0,2026-03-01T05:36:41.332631Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/57/,True,57,,2026-03-01T05:36:41.332650Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/57/,,
,0,0,2026-03-01T05:36:41.397806Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/58/,True,58,,2026-03-01T05:36:41.397825Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/58/,,
,0,0,2026-03-01T05:36:41.462048Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/59/,True,59,,2026-03-01T05:36:41.462067Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/59/,,
,0,0,2026-03-01T05:36:41.527324Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/60/,True,60,,2026-03-01T05:36:41.527343Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/60/,,
,0,0,2026-03-01T05:36:41.590132Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/61/,True,61,,2026-03-01T05:36:41.590151Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/61/,,
,0,0,2026-03-01T05:36:41.665534Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/62/,True,62,,2026-03-01T05:36:41.665553Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/62/,,
,0,0,2026-03-01T05:36:41.728799Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/63/,True,63,,2026-03-01T05:36:41.728818Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/63/,,
,0,0,2026-03-01T05:36:41.813365Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/64/,True,64,,2026-03-01T05:36:41.813383Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/64/,,
,0,0,2026-03-01T05:36:41.876988Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/65/,True,65,,2026-03-01T05:36:41.877008Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/65/,,
,0,0,2026-03-01T05:36:41.945482Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/66/,True,66,,2026-03-01T05:36:41.945502Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/66/,,
,0,0,2026-03-01T05:36:42.014363Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/67/,True,67,,2026-03-01T05:36:42.014383Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/67/,,
,0,0,2026-03-01T05:36:42.079512Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/68/,True,68,,2026-03-01T05:36:42.079532Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/68/,,
,0,0,2026-03-01T05:36:42.143729Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/69/,True,69,,2026-03-01T05:36:42.143748Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/69/,,
,0,0,2026-03-01T05:36:42.208989Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/70/,True,70,,2026-03-01T05:36:42.209008Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/70/,,
,0,0,2026-03-01T05:36:42.276133Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/71/,True,71,,2026-03-01T05:36:42.276152Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/71/,,
,0,0,2026-03-01T05:36:42.342217Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/72/,True,72,,2026-03-01T05:36:42.342236Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/72/,,
,0,0,2026-03-01T05:36:42.405157Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/73/,True,73,,2026-03-01T05:36:42.405177Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/73/,,
,0,0,2026-03-01T05:36:42.470289Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/74/,True,74,,2026-03-01T05:36:42.470308Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/74/,,
,0,0,2026-03-01T05:36:42.537207Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/75/,True,75,,2026-03-01T05:36:42.537226Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/75/,,
,0,0,2026-03-01T05:36:42.601666Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/76/,True,76,,2026-03-01T05:36:42.601684Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/76/,,
,0,0,2026-03-01T05:36:42.665859Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/77/,True,77,,2026-03-01T05:36:42.665878Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/77/,,
,0,0,2026-03-01T05:36:42.732576Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/78/,True,78,,2026-03-01T05:36:42.732595Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/78/,,
,0,0,2026-03-01T05:36:43.844127Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/79/,True,79,,2026-03-01T05:36:43.844146Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/79/,,
,0,0,2026-03-01T05:36:43.948774Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/80/,True,80,,2026-03-01T05:36:43.948793Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/80/,,
,0,0,2026-03-01T05:36:44.019111Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/81/,True,81,,2026-03-01T05:36:44.019130Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/81/,,
,0,0,2026-03-01T05:36:44.085978Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/82/,True,82,,2026-03-01T05:36:44.085998Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/82/,,
,0,0,2026-03-01T05:36:44.151185Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/83/,True,83,,2026-03-01T05:36:44.151203Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/83/,,
,0,0,2026-03-01T05:36:44.222252Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/84/,True,84,,2026-03-01T05:36:44.222272Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/84/,,
,0,0,2026-03-01T05:36:44.285021Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/85/,True,85,,2026-03-01T05:36:44.285039Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/85/,,
,0,0,2026-03-01T05:36:44.350001Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/86/,True,86,,2026-03-01T05:36:44.350020Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/86/,,
,0,0,2026-03-01T05:36:44.414790Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/87/,True,87,,2026-03-01T05:36:44.414810Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/87/,,
,0,0,2026-03-01T05:36:44.478671Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/88/,True,88,,2026-03-01T05:36:44.478691Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/88/,,
,0,0,2026-03-01T05:36:44.542662Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/89/,True,89,,2026-03-01T05:36:44.542680Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/89/,,
,0,0,2026-03-01T05:36:44.609579Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/90/,True,90,,2026-03-01T05:36:44.609598Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/90/,,
,0,0,2026-03-01T05:36:44.675704Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/91/,True,91,,2026-03-01T05:36:44.675723Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/91/,,
,0,0,2026-03-01T05:36:44.741390Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/92/,True,92,,2026-03-01T05:36:44.741410Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/92/,,
,0,0,2026-03-01T05:36:44.807618Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/93/,True,93,,2026-03-01T05:36:44.807636Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/93/,,
,0,0,2026-03-01T05:36:44.871314Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/94/,True,94,,2026-03-01T05:36:44.871333Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/94/,,
,0,0,2026-03-01T05:36:44.956979Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/95/,True,95,,2026-03-01T05:36:44.957000Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/95/,,
,0,0,2026-03-01T05:36:45.031189Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/96/,True,96,,2026-03-01T05:36:45.031210Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/96/,,
,0,0,2026-03-01T05:36:45.106799Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/97/,True,97,,2026-03-01T05:36:45.106821Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/97/,,
,0,0,2026-03-01T05:36:45.189487Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/98/,True,98,,2026-03-01T05:36:45.189508Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/98/,,
,0,0,2026-03-01T05:36:45.257890Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/99/,True,99,,2026-03-01T05:36:45.257909Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/99/,,
,0,0,2026-03-01T05:36:45.322589Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/100/,True,100,,2026-03-01T05:36:45.322607Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/100/,,
,0,0,2026-03-01T05:36:45.386063Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/101/,True,101,,2026-03-01T05:36:45.386082Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/101/,,
,0,0,2026-03-01T05:36:45.463093Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/102/,True,102,,2026-03-01T05:36:45.463113Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/102/,,
,0,0,2026-03-01T05:36:45.532239Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/103/,True,103,,2026-03-01T05:36:45.532258Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/103/,,
,0,0,2026-03-01T05:36:45.600848Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/104/,True,104,,2026-03-01T05:36:45.600867Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/104/,,
,0,0,2026-03-01T05:36:45.667066Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/105/,True,105,,2026-03-01T05:36:45.667085Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/105/,,
,0,0,2026-03-01T05:36:45.730193Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/106/,True,106,,2026-03-01T05:36:45.730213Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/106/,,
,0,0,2026-03-01T05:36:46.849367Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/107/,True,107,,2026-03-01T05:36:46.849385Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/107/,,
,0,0,2026-03-01T05:36:46.933878Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/108/,True,108,,2026-03-01T05:36:46.933896Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/108/,,
,0,0,2026-03-01T05:36:46.997802Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/109/,True,109,,2026-03-01T05:36:46.997821Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/109/,,
,0,0,2026-03-01T05:36:47.079345Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/110/,True,110,,2026-03-01T05:36:47.079363Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/110/,,
,0,0,2026-03-01T05:36:47.145199Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/111/,True,111,,2026-03-01T05:36:47.145217Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/111/,,
,0,0,2026-03-01T05:36:47.211230Z,,eth3,http://192.168.65.40:8000/virtualization/interfaces/112/,True,112,,2026-03-01T05:36:47.211249Z,,,,eth3,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/112/,,
,0,0,2026-03-01T05:36:47.276863Z,,eth0,http://192.168.65.40:8000/virtualization/interfaces/113/,True,113,,2026-03-01T05:36:47.276882Z,,,,eth0,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/113/,,
,0,0,2026-03-01T05:36:47.340970Z,,eth1,http://192.168.65.40:8000/virtualization/interfaces/114/,True,114,,2026-03-01T05:36:47.340988Z,,,,eth1,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/114/,,
,0,0,2026-03-01T05:36:47.407716Z,,eth2,http://192.168.65.40:8000/virtualization/interfaces/115/,True,115,,2026-03-01T05:36:47.407734Z,,,,eth2,,,,,,http://192.168.65.40:8000/api/virtualization/interfaces/115/,,
