address,assigned_object,assigned_object_id,assigned_object_type,comments,created,custom_fields,description,display,display_url,dns_name,family,id,last_updated,nat_inside,nat_outside,owner,role,status,tags,tenant,url,vrf
172.16.0.11/24,,,,,2026-03-01T04:26:58.665606Z,{},,172.16.0.11/24,http://192.168.65.40:8000/ipam/ip-addresses/11/,,"{""label"": ""IPv4"", ""value"": 4}",11,2026-03-01T04:26:58.665623Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/11/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.12/24,,,,,2026-03-01T04:26:58.715282Z,{},,172.16.0.12/24,http://192.168.65.40:8000/ipam/ip-addresses/12/,,"{""label"": ""IPv4"", ""value"": 4}",12,2026-03-01T04:26:58.715300Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/12/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.13/24,,,,,2026-03-01T04:26:58.766057Z,{},,172.16.0.13/24,http://192.168.65.40:8000/ipam/ip-addresses/13/,,"{""label"": ""IPv4"", ""value"": 4}",13,2026-03-01T04:26:58.766075Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/13/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.14/24,,,,,2026-03-01T04:26:58.817356Z,{},,172.16.0.14/24,http://192.168.65.40:8000/ipam/ip-addresses/14/,,"{""label"": ""IPv4"", ""value"": 4}",14,2026-03-01T04:26:58.817372Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/14/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.15/24,,,,,2026-03-01T04:26:58.867969Z,{},,172.16.0.15/24,http://192.168.65.40:8000/ipam/ip-addresses/15/,,"{""label"": ""IPv4"", ""value"": 4}",15,2026-03-01T04:26:58.867986Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/15/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.16/24,,,,,2026-03-01T04:26:58.918662Z,{},,172.16.0.16/24,http://192.168.65.40:8000/ipam/ip-addresses/16/,,"{""label"": ""IPv4"", ""value"": 4}",16,2026-03-01T04:26:58.918679Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/16/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.17/24,,,,,2026-03-01T04:26:58.968445Z,{},,172.16.0.17/24,http://192.168.65.40:8000/ipam/ip-addresses/17/,,"{""label"": ""IPv4"", ""value"": 4}",17,2026-03-01T04:26:58.968462Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/17/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.18/24,,,,,2026-03-01T04:26:59.019177Z,{},,172.16.0.18/24,http://192.168.65.40:8000/ipam/ip-addresses/18/,,"{""label"": ""IPv4"", ""value"": 4}",18,2026-03-01T04:26:59.019196Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/18/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.19/24,,,,,2026-03-01T04:26:59.070656Z,{},,172.16.0.19/24,http://192.168.65.40:8000/ipam/ip-addresses/19/,,"{""label"": ""IPv4"", ""value"": 4}",19,2026-03-01T04:26:59.070674Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/19/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.20/24,,,,,2026-03-01T04:26:59.132211Z,{},,172.16.0.20/24,http://192.168.65.40:8000/ipam/ip-addresses/20/,,"{""label"": ""IPv4"", ""value"": 4}",20,2026-03-01T04:26:59.132236Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/20/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.21/24,,,,,2026-03-01T04:26:59.196311Z,{},,172.16.0.21/24,http://192.168.65.40:8000/ipam/ip-addresses/21/,,"{""label"": ""IPv4"", ""value"": 4}",21,2026-03-01T04:26:59.196332Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/21/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.22/24,,,,,2026-03-01T04:26:59.247357Z,{},,172.16.0.22/24,http://192.168.65.40:8000/ipam/ip-addresses/22/,,"{""label"": ""IPv4"", ""value"": 4}",22,2026-03-01T04:26:59.247374Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/22/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.23/24,,,,,2026-03-01T04:26:59.297958Z,{},,172.16.0.23/24,http://192.168.65.40:8000/ipam/ip-addresses/23/,,"{""label"": ""IPv4"", ""value"": 4}",23,2026-03-01T04:26:59.297975Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/23/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.24/24,,,,,2026-03-01T04:26:59.347615Z,{},,172.16.0.24/24,http://192.168.65.40:8000/ipam/ip-addresses/24/,,"{""label"": ""IPv4"", ""value"": 4}",24,2026-03-01T04:26:59.347632Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/24/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.25/24,,,,,2026-03-01T04:26:59.400151Z,{},,172.16.0.25/24,http://192.168.65.40:8000/ipam/ip-addresses/25/,,"{""label"": ""IPv4"", ""value"": 4}",25,2026-03-01T04:26:59.400168Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/25/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.26/24,,,,,2026-03-01T04:26:59.452597Z,{},,172.16.0.26/24,http://192.168.65.40:8000/ipam/ip-addresses/26/,,"{""label"": ""IPv4"", ""value"": 4}",26,2026-03-01T04:26:59.452614Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/26/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.27/24,,,,,2026-03-01T04:26:59.502757Z,{},,172.16.0.27/24,http://192.168.65.40:8000/ipam/ip-addresses/27/,,"{""label"": ""IPv4"", ""value"": 4}",27,2026-03-01T04:26:59.502774Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/27/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.28/24,,,,,2026-03-01T04:26:59.553816Z,{},,172.16.0.28/24,http://192.168.65.40:8000/ipam/ip-addresses/28/,,"{""label"": ""IPv4"", ""value"": 4}",28,2026-03-01T04:26:59.553833Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/28/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.29/24,,,,,2026-03-01T04:26:59.607827Z,{},,172.16.0.29/24,http://192.168.65.40:8000/ipam/ip-addresses/29/,,"{""label"": ""IPv4"", ""value"": 4}",29,2026-03-01T04:26:59.607845Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/29/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.16.0.30/24,,,,,2026-03-01T04:26:59.657914Z,{},,172.16.0.30/24,http://192.168.65.40:8000/ipam/ip-addresses/30/,,"{""label"": ""IPv4"", ""value"": 4}",30,2026-03-01T04:26:59.657932Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/30/,"{""description"": """", ""display"": ""Alpha (65000:100)"", ""id"": 1, ""name"": ""Alpha"", ""rd"": ""65000:100"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/1/""}"
172.17.0.1/24,,,,,2026-03-01T04:26:59.708466Z,{},,172.17.0.1/24,http://192.168.65.40:8000/ipam/ip-addresses/31/,,"{""label"": ""IPv4"", ""value"": 4}",31,2026-03-01T04:26:59.708482Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/31/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.2/24,,,,,2026-03-01T04:26:59.757499Z,{},,172.17.0.2/24,http://192.168.65.40:8000/ipam/ip-addresses/32/,,"{""label"": ""IPv4"", ""value"": 4}",32,2026-03-01T04:26:59.757517Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/32/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.3/24,,,,,2026-03-01T04:26:59.806710Z,{},,172.17.0.3/24,http://192.168.65.40:8000/ipam/ip-addresses/33/,,"{""label"": ""IPv4"", ""value"": 4}",33,2026-03-01T04:26:59.806728Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/33/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.4/24,,,,,2026-03-01T04:26:59.857815Z,{},,172.17.0.4/24,http://192.168.65.40:8000/ipam/ip-addresses/34/,,"{""label"": ""IPv4"", ""value"": 4}",34,2026-03-01T04:26:59.857833Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/34/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.5/24,,,,,2026-03-01T04:26:59.909611Z,{},,172.17.0.5/24,http://192.168.65.40:8000/ipam/ip-addresses/35/,,"{""label"": ""IPv4"", ""value"": 4}",35,2026-03-01T04:26:59.909628Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/35/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.6/24,,,,,2026-03-01T04:26:59.973985Z,{},,172.17.0.6/24,http://192.168.65.40:8000/ipam/ip-addresses/36/,,"{""label"": ""IPv4"", ""value"": 4}",36,2026-03-01T04:26:59.974003Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/36/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.7/24,,,,,2026-03-01T04:27:00.028943Z,{},,172.17.0.7/24,http://192.168.65.40:8000/ipam/ip-addresses/37/,,"{""label"": ""IPv4"", ""value"": 4}",37,2026-03-01T04:27:00.028960Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/37/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.8/24,,,,,2026-03-01T04:27:00.083516Z,{},,172.17.0.8/24,http://192.168.65.40:8000/ipam/ip-addresses/38/,,"{""label"": ""IPv4"", ""value"": 4}",38,2026-03-01T04:27:00.083534Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/38/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.9/24,,,,,2026-03-01T04:27:00.131142Z,{},,172.17.0.9/24,http://192.168.65.40:8000/ipam/ip-addresses/39/,,"{""label"": ""IPv4"", ""value"": 4}",39,2026-03-01T04:27:00.131159Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/39/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.10/24,,,,,2026-03-01T04:27:00.189350Z,{},,172.17.0.10/24,http://192.168.65.40:8000/ipam/ip-addresses/40/,,"{""label"": ""IPv4"", ""value"": 4}",40,2026-03-01T04:27:00.189368Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/40/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.11/24,,,,,2026-03-01T04:27:00.269091Z,{},,172.17.0.11/24,http://192.168.65.40:8000/ipam/ip-addresses/41/,,"{""label"": ""IPv4"", ""value"": 4}",41,2026-03-01T04:27:00.269108Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/41/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.12/24,,,,,2026-03-01T04:27:00.334745Z,{},,172.17.0.12/24,http://192.168.65.40:8000/ipam/ip-addresses/42/,,"{""label"": ""IPv4"", ""value"": 4}",42,2026-03-01T04:27:00.334762Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/42/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.13/24,,,,,2026-03-01T04:27:00.394959Z,{},,172.17.0.13/24,http://192.168.65.40:8000/ipam/ip-addresses/43/,,"{""label"": ""IPv4"", ""value"": 4}",43,2026-03-01T04:27:00.394977Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/43/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.14/24,,,,,2026-03-01T04:27:00.455296Z,{},,172.17.0.14/24,http://192.168.65.40:8000/ipam/ip-addresses/44/,,"{""label"": ""IPv4"", ""value"": 4}",44,2026-03-01T04:27:00.455314Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/44/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.15/24,,,,,2026-03-01T04:27:00.511768Z,{},,172.17.0.15/24,http://192.168.65.40:8000/ipam/ip-addresses/45/,,"{""label"": ""IPv4"", ""value"": 4}",45,2026-03-01T04:27:00.511786Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/45/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.16/24,,,,,2026-03-01T04:27:00.565321Z,{},,172.17.0.16/24,http://192.168.65.40:8000/ipam/ip-addresses/46/,,"{""label"": ""IPv4"", ""value"": 4}",46,2026-03-01T04:27:00.565338Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/46/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.17/24,,,,,2026-03-01T04:27:00.614687Z,{},,172.17.0.17/24,http://192.168.65.40:8000/ipam/ip-addresses/47/,,"{""label"": ""IPv4"", ""value"": 4}",47,2026-03-01T04:27:00.614705Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/47/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.18/24,,,,,2026-03-01T04:27:00.684506Z,{},,172.17.0.18/24,http://192.168.65.40:8000/ipam/ip-addresses/48/,,"{""label"": ""IPv4"", ""value"": 4}",48,2026-03-01T04:27:00.684524Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/48/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.19/24,,,,,2026-03-01T04:27:00.734874Z,{},,172.17.0.19/24,http://192.168.65.40:8000/ipam/ip-addresses/49/,,"{""label"": ""IPv4"", ""value"": 4}",49,2026-03-01T04:27:00.734891Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/49/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
172.17.0.20/24,,,,,2026-03-01T04:27:01.007675Z,{},,172.17.0.20/24,http://192.168.65.40:8000/ipam/ip-addresses/50/,,"{""label"": ""IPv4"", ""value"": 4}",50,2026-03-01T04:27:01.007692Z,,[],,,"{""label"": ""Active"", ""value"": ""active""}",[],,http://192.168.65.40:8000/api/ipam/ip-addresses/50/,"{""description"": """", ""display"": ""Bravo (65000:200)"", ""id"": 2, ""name"": ""Bravo"", ""rd"": ""65000:200"", ""url"": ""http://192.168.65.40:8000/api/ipam/vrfs/2/""}"
